,graph,reward,trialNumber,trial_index,visited_nodes,difficulty,difficulty_2,unchoosen_diff,type,wid,RT_first_visit,RT_second_visit,RT,max_reward,current_reward,loss,accuracy,accuracy_1,df
78,"[[], [], [7], [5, 8], [], [8, 4], [0, 1], [], [], [6, 2]]","[1, -3, 3, 3, 2, 2, 1, 1, 2, None]",79,85,"{9, 2, 7}",4,,4.0,best_alone,wdf61453,7.773173680482535,6.364750756851912,7.991592282068092,4,4,0,1,1,1
80,"[[6, 8], [7], [5, 3], [], [2, 5], [], [], [], [], [0, 1]]","[1, 2, 0, 0, 0, 1, -3, 3, 1, None]",81,87,"{9, 1, 7}",5,,4.0,best_alone,wdf61453,7.342779189331846,6.142037405587356,7.605392364814934,5,5,0,1,1,1
82,"[[], [8, 4], [], [], [], [2, 0], [5, 7], [3], [], [1, 8]]","[-2, 3, -4, 2, 0, 0, None, 3, 2, 0]",83,89,"{3, 6, 7}",8,,2.0,best_alone,wdf61453,7.364547014255642,7.307872780763706,8.029432840581242,5,5,0,1,1,1
84,"[[], [], [], [], [0, 3], [7], [4, 0], [], [2, 1], [8, 5]]","[3, -2, -1, -4, -3, 1, -4, -3, 2, None]",85,91,"{8, 9, 2}",2,4.0,,best_second,wdf61453,8.258422462458876,7.218909707619059,8.561018670956267,1,1,0,1,1,1
86,"[[], [], [6, 3], [], [0], [], [], [8, 4], [1, 5], [2, 6]]","[3, 3, -3, 0, 4, -1, 4, None, -3, -3]",87,93,"{0, 4, 7}",9,,4.0,best_alone,wdf61453,7.551186867296149,6.829793737512426,7.94697135769359,7,7,0,1,1,1
88,"[[], [], [9, 0], [], [5, 1], [], [7], [], [4, 6], [0, 3]]","[3, -4, 3, 4, -4, 0, 2, 3, None, 0]",89,95,"{8, 6, 7}",11,,4.0,best_alone,wdf61453,7.260522598089852,6.650279048587422,7.693937325509271,5,5,0,1,1,1
90,"[[], [], [], [8], [1, 2], [9, 3], [4, 1], [], [], [7, 0]]","[-4, -2, -4, 4, -3, None, -3, 0, 3, 2]",91,97,"{8, 3, 5}",7,,4.0,best_alone,wdf61453,7.976251943745623,6.107022887742254,8.119398589612294,7,7,0,1,1,1
92,"[[], [2, 0], [], [6], [1, 3], [], [], [9, 8], [], [8, 5]]","[-2, 2, 0, -3, None, -4, 1, -2, -2, -1]",93,99,"{1, 2, 4}",3,4.0,,best_second,wdf61453,8.286017468404763,6.349138991379798,8.420462002456466,2,2,0,1,1,1
94,"[[], [], [6, 3], [7], [0, 1], [4, 0], [8, 9], [], [], []]","[-2, -1, None, 1, -2, 2, -3, 4, -4, -2]",95,101,"{2, 3, 7}",11,,2.0,best_alone,wdf61453,7.536363938404511,6.198478716492308,7.768956044538332,5,5,0,1,1,1
96,"[[1, 7], [2, 8], [], [], [6, 9], [4, 6], [], [3], [], []]","[None, 1, -4, 3, -1, 3, 3, 3, 2, -3]",97,103,"{0, 3, 7}",6,,6.0,best_alone,wdf61453,7.803435056952168,6.456769655572163,8.034306936339489,6,6,0,1,1,1
98,"[[6], [3, 4], [1, 0], [], [], [8, 9], [], [], [9, 7], []]","[-2, -3, None, -4, 3, 3, -3, 0, -1, -3]",99,105,"{0, 2, 6}",6,,7.0,best_min,wdf61453,7.835974581721566,7.257002707092073,8.280711075662847,0,-5,5,0,0,1
100,"[[7, 1], [2], [], [4, 6], [], [3, 4], [], [9, 8], [], []]","[None, 3, 0, -2, -3, -4, 2, -2, -3, 1]",101,107,"{0, 1, 2}",6,,4.0,best_alone,wdf61453,7.1693500166706,6.322565239927283,7.5256399750415355,3,3,0,1,1,1
102,"[[1, 9], [9, 2], [], [7, 8], [], [], [], [6, 5], [4], []]","[0, -3, -1, None, 0, 4, -4, 2, -4, 1]",103,109,"{3, 5, 7}",9,2.0,,best_second,wdf61453,7.587817219993426,7.162397497355718,8.09040229659332,6,6,0,1,1,1
104,"[[], [], [8, 3], [], [], [], [4, 1], [6, 9], [3, 5], [0]]","[0, 4, 3, -4, -3, -1, 0, None, -3, -1]",105,111,"{1, 6, 7}",6,4.0,,best_min,wdf61453,8.1101268019411,6.959398512133975,8.384804003370492,4,4,0,1,1,1
106,"[[7, 4], [], [], [6], [], [0, 7], [], [], [9, 3], [1, 2]]","[1, 3, 0, 0, 4, 3, -2, -3, None, 4]",107,113,"{8, 9, 1}",6,4.0,,best_second,wdf61453,7.160845906664298,6.240275845170769,7.495541943884256,7,7,0,1,1,1
108,"[[], [9, 0], [3], [], [5, 6], [6, 7], [], [], [1, 2], []]","[1, -4, 0, -1, 1, -1, 0, -2, None, 4]",109,115,"{8, 2, 3}",2,,3.0,best_min,wdf61453,7.4882935151594285,6.1675164908883415,7.724446645633537,0,-1,1,0,0,1
110,"[[3, 4], [], [], [9, 2], [8], [6, 7], [7, 1], [], [], []]","[None, 0, 1, 4, -1, 0, -2, 2, -1, -4]",111,117,"{0, 8, 4}",6,,5.0,best_second,wdf61453,8.38320455141292,6.329720905522696,8.503702601233739,5,-2,7,0,0,1
112,"[[9, 8], [6], [], [7, 1], [], [], [], [4, 2], [], [8, 5]]","[4, -4, -2, None, 3, 2, 0, 2, 3, 1]",113,119,"{3, 4, 7}",7,4.0,,best_second,wdf61453,8.541300266759471,7.15851399732932,8.764990330169102,5,5,0,1,1,1
114,"[[], [], [0], [], [], [9, 8], [1, 3], [6, 2], [], [8, 4]]","[-4, 3, -4, 1, -3, -1, 1, None, -3, 4]",115,121,"{1, 6, 7}",7,0.0,,best_second,wdf61453,7.8399193600125825,6.932447891572509,8.1786387885907,4,4,0,1,1,1
116,"[[5, 8], [6, 2], [], [1, 7], [], [8, 4], [], [9], [], []]","[-2, 2, 0, None, -3, 0, -1, -3, -4, -4]",117,123,"{1, 3, 6}",5,2.0,,best_second,wdf61453,8.065265208897731,6.09807428216624,8.195885391314796,2,1,1,0,1,1
118,"[[3, 6], [], [], [6, 4], [], [9, 8], [], [], [7], [2, 1]]","[3, 4, 0, -1, -1, None, -2, -2, -3, 3]",119,125,"{9, 5, 1}",8,1.0,,best_second,wdf61453,7.042286171939743,6.706862336602747,7.581209826196346,7,7,0,1,1,1
120,"[[3, 2], [], [], [], [], [0, 3], [1], [], [9, 6], [4, 7]]","[-4, 4, 1, 2, -4, 1, -2, 3, None, 4]",121,127,"{8, 1, 6}",6,,7.0,best_min,wdf61453,8.174421152646497,8.075893630298857,8.81936971001847,7,2,5,0,0,1
122,"[[9], [], [], [], [7, 0], [], [8, 2], [5, 1], [2, 3], []]","[-2, -4, -3, -3, None, 4, 4, 2, 3, -2]",123,129,"{4, 5, 7}",9,6.0,,best_second,wdf61453,7.796057974316123,7.744569809354496,8.463581421967588,6,6,0,1,1,1
124,"[[9, 3], [8, 4], [0, 9], [], [], [], [5], [1, 6], [], []]","[2, -2, 3, 1, -4, 2, 1, None, 4, 3]",125,131,"{5, 6, 7}",5,,8.0,best_alone,wdf61453,7.186144304522325,6.480044561926653,7.586803535162581,3,3,0,1,1,1
126,"[[3], [4, 6], [5, 0], [], [6, 8], [9, 7], [], [], [], []]","[3, 4, None, 4, -2, -2, -1, 0, 1, -4]",127,133,"{0, 2, 3}",11,,4.0,best_alone,wdf61453,8.16763571524637,6.46302945692067,8.334471554600942,7,7,0,1,1,1
128,"[[2], [6, 3], [], [], [], [9, 4], [], [1, 0], [5, 9], []]","[4, -4, 0, 2, 3, -1, -4, None, 4, -1]",129,135,"{0, 2, 7}",9,,6.0,best_alone,wdf61453,7.395107546562485,6.558197802812268,7.754481547470384,4,4,0,1,1,1
130,"[[1, 4], [], [9], [], [], [0, 1], [7, 2], [8, 3], [], []]","[-4, -4, 3, -3, -4, 4, None, 0, 1, -1]",131,137,"{9, 2, 6}",3,,4.0,best_alone,wdf61453,7.454719949364001,6.748759547491679,7.855544677915663,2,2,0,1,1,1
132,"[[5, 4], [8], [6, 3], [], [], [], [], [2, 1], [], [0, 5]]","[2, 4, -2, 1, 2, 2, 3, None, 3, 2]",133,139,"{8, 1, 7}",7,,2.0,best_alone,wdf61453,7.410951875583637,6.535241271013659,7.758760544157663,7,7,0,1,1,1
134,"[[3], [8, 0], [4, 6], [], [], [2, 4], [], [], [7, 9], []]","[0, None, -4, -3, 3, 4, -1, -3, 4, 3]",135,141,"{8, 1, 9}",8,1.0,,best_second,wdf61453,7.085901464365611,6.710523109452428,7.608374474380783,7,7,0,1,1,1
136,"[[3, 1], [], [], [], [5, 8], [], [2], [0, 3], [], [4, 6]]","[2, -1, 3, 2, -2, -4, -1, 2, -2, None]",137,143,"{9, 2, 6}",7,,2.0,best_alone,wdf61453,8.225235324101668,6.210600077024654,8.350193650720067,2,2,0,1,1,1
138,"[[], [], [1], [], [6, 0], [], [], [4, 6], [3, 5], [8, 2]]","[0, 0, -2, 2, 4, 0, 4, 2, 4, None]",139,145,"{8, 9, 3}",5,4.0,,best_second,wdf61453,7.0825485693553,7.051855622955895,7.76004068088038,6,6,0,1,1,1
140,"[[], [], [], [2, 1], [], [9, 7], [3, 8], [], [4], [7, 0]]","[-4, -3, 4, 1, -4, -2, None, -3, 0, 4]",141,147,"{2, 3, 6}",8,4.0,,best_second,wdf61453,8.136810863675535,7.039660349862076,8.42463920980563,5,5,0,1,1,1
142,"[[], [], [1], [0, 7], [9, 6], [3, 2], [], [], [], [6, 8]]","[-2, -1, 3, -4, -3, None, 4, -4, 3, 1]",143,149,"{1, 2, 5}",9,,2.0,best_alone,wdf61453,7.7266536648476425,6.748759547491679,8.045588280803528,2,2,0,1,1,1
144,"[[], [0, 2], [], [], [], [1, 6], [7], [], [3, 4], [8, 3]]","[-3, 2, 0, -3, -1, None, 0, 1, -1, -4]",145,151,"{5, 6, 7}",2,,3.0,best_min,wdf61453,8.131530710604252,6.2324480165505225,8.270781013162672,2,1,1,0,0,1
146,"[[], [3], [9, 8], [], [], [6, 1], [0, 7], [], [], [8, 4]]","[4, -1, 0, 2, 4, None, 0, 3, 1, 3]",147,153,"{5, 6, 7}",2,3.0,,best_second,wdf61453,8.006034178749008,7.02197642307216,8.32336569443608,4,3,1,0,1,1
148,"[[6, 4], [], [9, 1], [], [], [2, 8], [], [0, 6], [3], []]","[1, 2, 4, 0, 2, None, -2, -3, -4, -2]",149,155,"{1, 2, 5}",7,2.0,,best_second,wdf61453,8.220133957151859,7.180069874302796,8.522578663692574,6,6,0,1,1,1
150,"[[], [], [5, 1], [7, 9], [2, 5], [], [], [6, 8], [], [0]]","[3, 2, 1, None, 4, 2, -2, 3, 0, 4]",151,157,"{0, 9, 3}",5,,2.0,best_alone,wdf61453,7.552237287560801,6.159095388491933,7.773594467360194,7,7,0,1,1,1
152,"[[], [7, 3], [9, 4], [5], [], [], [2, 9], [0, 8], [], []]","[1, None, -1, 2, 0, -4, -1, 3, -3, -4]",153,159,"{0, 1, 7}",5,6.0,,best_second,wdf61453,8.194229304819817,6.182084906716632,8.319473692442186,4,4,0,1,1,1
154,"[[4, 6], [0, 4], [], [], [], [], [], [3], [5, 2], [8, 7]]","[-2, -4, -4, 4, -3, 0, -1, 3, -2, None]",155,161,"{9, 3, 7}",11,,4.0,best_alone,wdf61453,7.744569809354496,6.517671272912275,8.001355025826703,7,7,0,1,1,1
156,"[[2, 7], [], [], [6], [1, 9], [4, 1], [], [], [0, 3], []]","[-4, 4, 1, 0, 1, -2, 2, -1, None, 2]",157,163,"{8, 3, 6}",6,,2.0,best_alone,wdf61453,7.397561535524052,6.725033642166843,7.80954132465341,2,2,0,1,1,1
158,"[[], [], [], [7], [], [0, 4], [9, 1], [], [5, 3], [1, 2]]","[-2, 0, -1, 4, -4, -4, 2, 0, None, 1]",159,165,"{8, 3, 7}",11,,2.0,best_alone,wdf61453,7.6676260915849905,6.309918278226516,7.8961806086154915,4,4,0,1,1,1
160,"[[3, 9], [], [], [], [], [4], [1, 2], [6, 1], [0, 5], []]","[-4, 1, -2, 0, 4, 2, 3, -2, None, 4]",161,167,"{8, 4, 5}",8,,4.0,best_alone,wdf61453,7.252762418053187,6.492239835020471,7.635786861395585,6,6,0,1,1,1
162,"[[], [5, 9], [], [7, 4], [], [6, 8], [], [4, 0], [], [2]]","[2, None, 3, 0, 3, 1, -4, -1, 2, 3]",163,169,"{1, 2, 9}",6,,6.0,best_alone,wdf61453,7.736743682453495,6.327936783729195,7.955074273262697,6,6,0,1,1,1
164,"[[], [], [], [5, 6], [8, 7], [0, 1], [2], [], [7, 9], []]","[3, -3, 3, None, -3, -4, 4, -4, -3, -2]",165,171,"{2, 3, 6}",11,,6.0,best_alone,wdf61453,7.546974117516527,6.505784060128228,7.848933726364071,7,7,0,1,1,1
166,"[[], [7, 8], [1, 9], [4, 6], [6, 5], [], [], [], [], [0]]","[4, -4, None, 1, 2, 1, 2, -4, 4, 0]",167,173,"{0, 9, 2}",8,,8.0,best_alone,wdf61453,7.610357618312838,6.210600077024654,7.830425617820332,4,4,0,1,1,1
168,"[[], [], [5, 3], [], [], [], [2, 5], [1], [9, 7], [0, 4]]","[0, 4, -2, 0, -4, -1, -1, -4, None, -4]",169,175,"{8, 1, 7}",6,,4.0,best_alone,wdf61453,8.006367567650246,6.396929655216146,8.18841130807903,0,0,0,1,1,1
170,"[[3, 2], [8, 5], [4], [6, 7], [], [], [], [], [5, 9], []]","[None, -3, 2, -3, -1, -1, -2, 0, 3, 3]",171,177,"{0, 2, 4}",5,,2.0,best_alone,wdf61453,7.552237287560801,5.981414211254481,7.740664401917241,1,1,0,1,1,1
172,"[[], [], [1, 3], [], [0], [], [7, 9], [9, 5], [2, 4], []]","[-2, 3, -3, 4, 0, -1, 3, 4, None, -2]",173,179,"{8, 0, 4}",2,,1.0,best_second,wdf61453,7.272398392570047,6.142037405587356,7.55171221535131,1,-2,3,0,0,1
174,"[[], [9, 5], [0, 4], [], [], [3], [], [2, 0], [], [6, 8]]","[-4, None, -1, -2, -3, 3, 0, 3, -2, -4]",175,181,"{1, 3, 5}",6,,2.0,best_alone,wdf61453,7.4933172488621445,7.884952945759814,8.401108712395436,1,1,0,1,1,1
176,"[[], [3, 9], [], [5, 0], [7, 8], [], [4, 7], [], [], [2]]","[2, None, 1, -3, 0, -2, 2, 1, 4, 1]",177,183,"{0, 1, 3}",5,5.0,,best_alone,wdf61453,7.678326356506886,7.8434564043761155,8.457230850243555,2,-1,3,0,0,1
178,"[[], [], [4, 9], [0], [], [1, 6], [], [2, 3], [5, 1], []]","[4, 3, -4, 4, 2, 4, 0, None, 1, 0]",179,185,"{2, 4, 7}",11,4.0,,best_alone,wdf61453,7.532623618788788,7.85748078694253,8.401108712395436,8,-2,10,0,0,1
180,"[[], [], [1], [], [5, 2], [6, 0], [], [], [3, 7], [8, 3]]","[-4, 3, 2, 2, None, -4, 4, 1, 1, 1]",181,187,"{1, 2, 4}",9,,8.0,best_alone,wdf61453,7.827240901752812,6.077642243349034,7.987184748233473,5,5,0,1,1,1
182,"[[1, 9], [], [], [6, 7], [0, 1], [], [8, 5], [2], [], []]","[2, 4, 2, None, -3, -4, 4, 0, 2, 3]",183,189,"{2, 3, 7}",5,,6.0,best_min,wdf61453,8.359603270841466,7.242797922793756,8.64259160081057,6,2,4,0,0,1
184,"[[1, 5], [5, 2], [], [], [], [], [7, 9], [8, 3], [], [4]]","[4, 0, -2, -2, 1, -4, None, -2, 0, 0]",185,191,"{9, 4, 6}",4,,2.0,best_alone,wdf61453,7.5071410797276075,6.0330862217988015,7.712890961490129,1,1,0,1,1,1
186,"[[], [], [0, 8], [4, 6], [1, 7], [], [5], [], [], [2, 0]]","[-2, -2, 1, None, -4, -1, 3, -4, 4, 1]",187,193,"{3, 5, 6}",9,,2.0,best_alone,wdf61453,7.497207223203318,6.46302945692067,7.8009820712577405,2,2,0,1,1,1
188,"[[], [7, 5], [3, 0], [0, 4], [], [], [], [], [1, 9], [6]]","[4, 1, -2, -3, 2, 0, -4, -3, None, -4]",189,195,"{8, 1, 5}",6,1.0,,best_second,wdf61453,7.662937850461535,7.3632795869630385,8.21716859576607,1,1,0,1,1,1
190,"[[], [], [], [8, 2], [0, 7], [1], [3, 8], [], [], [4, 5]]","[0, 2, -4, -4, -3, 4, 4, -2, 0, None]",191,197,"{9, 5, 1}",10,,2.0,best_alone,wdf61453,7.038783541388542,6.263398262591624,7.416979621381154,6,6,0,1,1,1
192,"[[8], [7, 3], [9, 4], [], [], [2, 0], [1, 7], [], [], []]","[-3, 2, 4, -3, -2, None, 1, 3, -3, 4]",193,199,"{9, 2, 5}",10,6.0,,best_second,wdf61453,7.087573705557973,6.411818267709897,7.498315870766981,8,8,0,1,1,1
