,graph,reward,trialNumber,trial_index,visited_nodes,difficulty,difficulty_2,unchoosen_diff,type,wid,RT_first_visit,RT_second_visit,RT,max_reward,current_reward,loss,accuracy,accuracy_1,df
3014,"[[], [], [], [5, 6], [8, 7], [0, 1], [2], [], [7, 9], []]","[3, -3, 3, None, -3, -4, 4, -4, -3, -2]",165,171,"{2, 3, 6}",11,,6.0,best_alone,wdaebe9a,7.575584651557792,6.824373670043086,7.961718815981365,7,7,0,1,1,1
3016,"[[], [7, 8], [1, 9], [4, 6], [6, 5], [], [], [], [], [0]]","[4, -4, None, 1, 2, 1, 2, -4, 4, 0]",167,173,"{0, 9, 2}",8,,8.0,best_alone,wdaebe9a,7.980023592310645,6.452048954437227,8.17611034223734,4,4,0,1,1,1
3018,"[[], [], [5, 3], [], [], [], [2, 5], [1], [9, 7], [0, 4]]","[0, 4, -2, 0, -4, -1, -1, -4, None, -4]",169,175,"{8, 1, 7}",6,,4.0,best_alone,wdaebe9a,8.337348564497175,8.38958706681109,9.056839480990421,0,0,0,1,1,1
3020,"[[3, 2], [8, 5], [4], [6, 7], [], [], [], [], [5, 9], []]","[None, -3, 2, -3, -1, -1, -2, 0, 3, 3]",171,177,"{0, 2, 4}",5,,2.0,best_alone,wdaebe9a,7.635303886259415,7.38770923908104,8.212025804623437,1,1,0,1,1,1
3022,"[[], [], [1, 3], [], [0], [], [7, 9], [9, 5], [2, 4], []]","[-2, 3, -3, 4, 0, -1, 3, 4, None, -2]",173,179,"{8, 2, 3}",2,7.0,,best_second,wdaebe9a,8.396831834745054,6.916715020353609,8.601718146485926,1,1,0,1,1,1
3024,"[[], [9, 5], [0, 4], [], [], [3], [], [2, 0], [], [6, 8]]","[-4, None, -1, -2, -3, 3, 0, 3, -2, -4]",175,181,"{1, 3, 5}",6,,2.0,best_alone,wdaebe9a,8.683724062303869,7.938802248154481,9.07211225269274,1,1,0,1,1,1
3026,"[[], [3, 9], [], [5, 0], [7, 8], [], [4, 7], [], [], [2]]","[2, None, 1, -3, 0, -2, 2, 1, 4, 1]",177,183,"{1, 2, 9}",5,,4.0,best_alone,wdaebe9a,7.858640655620791,7.9215356321335495,8.583542571957771,2,2,0,1,1,1
3028,"[[], [], [4, 9], [0], [], [1, 6], [], [2, 3], [5, 1], []]","[4, 3, -4, 4, 2, 4, 0, None, 1, 0]",179,185,"{0, 3, 7}",11,,2.0,best_alone,wdaebe9a,7.639642287858013,7.608374474380783,8.317033476492403,8,8,0,1,1,1
3030,"[[], [], [1], [], [5, 2], [6, 0], [], [], [3, 7], [8, 3]]","[-4, 3, 2, 2, None, -4, 4, 1, 1, 1]",181,187,"{1, 2, 4}",9,,8.0,best_alone,wdaebe9a,7.790696031174738,6.899723107284872,8.134174272137903,5,5,0,1,1,1
3032,"[[1, 9], [], [], [6, 7], [0, 1], [], [8, 5], [2], [], []]","[2, 4, 2, None, -3, -4, 4, 0, 2, 3]",183,189,"{8, 3, 6}",5,8.0,,best_min,wdaebe9a,8.127699852817772,7.404887575616125,8.523175263093785,6,6,0,1,1,1
3034,"[[1, 5], [5, 2], [], [], [], [], [7, 9], [8, 3], [], [4]]","[4, 0, -2, -2, 1, -4, None, -2, 0, 0]",185,191,"{9, 4, 6}",4,,2.0,best_alone,wdaebe9a,8.008698182988528,7.347299700743164,8.42463920980563,1,1,0,1,1,1
3036,"[[], [], [0, 8], [4, 6], [1, 7], [], [5], [], [], [2, 0]]","[-2, -2, 1, None, -4, -1, 3, -4, 4, 1]",187,193,"{3, 5, 6}",9,,2.0,best_alone,wdaebe9a,7.717351272185329,6.715383386334682,8.029758520440822,2,2,0,1,1,1
3038,"[[], [7, 5], [3, 0], [0, 4], [], [], [], [], [1, 9], [6]]","[4, 1, -2, -3, 2, 0, -4, -3, None, -4]",189,195,"{8, 1, 5}",6,1.0,,best_second,wdaebe9a,8.038512020976814,7.170119543449628,8.38867776918081,1,1,0,1,1,1
3040,"[[], [], [], [8, 2], [0, 7], [1], [3, 8], [], [], [4, 5]]","[0, 2, -4, -4, -3, 4, 4, -2, 0, None]",191,197,"{9, 5, 1}",10,,2.0,best_alone,wdaebe9a,7.985824666418917,6.99117688712121,8.300280189852664,6,6,0,1,1,1
3042,"[[8], [7, 3], [9, 4], [], [], [2, 0], [1, 7], [], [], []]","[-3, 2, 4, -3, -2, None, 1, 3, -3, 4]",193,199,"{9, 2, 5}",10,6.0,,best_second,wdaebe9a,7.239214973779806,6.911747300251674,7.78155595923534,8,8,0,1,1,1
3044,"[[], [3], [7, 4], [], [], [0, 8], [5, 0], [], [], [2, 1]]","[-2, -3, 0, -3, 2, -2, -4, 0, 4, None]",195,201,"{9, 2, 4}",5,2.0,,best_second,wdaebe9a,8.491875383431948,7.4318919168078,8.789203094473722,2,2,0,1,1,1
3046,"[[2, 8], [], [7, 9], [], [3, 5], [], [4, 3], [], [1], []]","[None, 3, -4, -4, 0, 1, 0, -3, 2, 1]",197,203,"{0, 8, 1}",10,,4.0,best_alone,wdaebe9a,8.125039097367745,7.098375638590787,8.430981494597171,5,5,0,1,1,1
3048,"[[2], [], [], [7, 8], [1, 5], [], [3, 7], [], [], [4, 0]]","[-1, 0, 3, -4, -4, -4, -2, 2, 1, None]",199,205,"{0, 9, 2}",8,,4.0,best_alone,wdaebe9a,7.959275960116396,6.340359303727752,8.13973227971767,2,2,0,1,1,1
3050,"[[], [6, 0], [9, 7], [], [3], [1, 4], [], [], [2, 9], []]","[4, -4, 3, 2, 0, None, 2, -2, -4, -4]",1,7,"{3, 4, 5}",3,,2.0,best_alone,w5284fa9,8.950532836290382,7.309212365692763,9.127502093667179,2,2,0,1,1,1
3052,"[[2], [8, 0], [], [4, 7], [7, 9], [], [], [], [6, 5], []]","[2, None, -1, 4, -4, -2, 4, -3, -4, 1]",3,9,"{0, 1, 2}",4,,6.0,best_alone,w5284fa9,7.844632644464681,7.96032362914884,8.597112814592112,1,1,0,1,1,1
3054,"[[8, 6], [], [0, 5], [7, 4], [], [1], [], [4, 9], [], []]","[-4, 4, None, 0, -4, -2, -1, 3, 1, 2]",5,11,"{1, 2, 5}",6,,2.0,best_alone,w5284fa9,8.295049140435111,7.77863014732581,8.76280248744611,2,2,0,1,1,1
3056,"[[], [0, 2], [], [7], [], [], [4, 5], [], [1, 3], [6, 4]]","[-4, -4, 4, 3, -1, -3, -3, 4, None, -1]",7,13,"{8, 3, 7}",11,,8.0,best_alone,w5284fa9,7.711996507047669,7.0326242610280065,8.121777419161074,7,7,0,1,1,1
3058,"[[7, 1], [], [4], [6, 8], [], [3, 6], [], [], [], [0, 2]]","[1, -3, -1, 1, 4, 3, 4, 1, 4, None]",9,15,"{0, 9, 7}",3,4.0,,best_alone,w5284fa9,7.867105500316739,7.520234556474628,8.401557847817314,3,2,1,0,0,1
3060,"[[2, 5], [], [], [], [0, 2], [], [7, 8], [1, 3], [9], []]","[-4, -2, 1, 0, 4, -3, None, -2, 2, 4]",11,17,"{8, 9, 6}",9,,2.0,best_alone,w5284fa9,7.379008127628304,6.570882962339584,7.747164966520335,6,6,0,1,1,1
3062,"[[2, 4], [], [9, 6], [], [5], [], [], [8, 3], [3, 1], []]","[None, -2, 3, -3, -3, -1, -3, -3, 3, -1]",13,19,"{0, 2, 6}",4,6.0,,best_second,w5284fa9,7.504942068396171,7.481555701909516,8.186185994226083,2,0,2,0,1,1
3064,"[[], [], [], [], [0, 7], [2], [1, 3], [], [6, 5], [4, 0]]","[-1, 3, -3, 4, -1, 2, 0, -2, None, -3]",15,21,"{8, 2, 5}",3,,1.0,best_second,w5284fa9,7.908754738783246,8.470101583882387,8.921324076511265,4,-1,5,0,0,1
3066,"[[], [9], [], [0, 2], [], [], [4, 5], [6, 4], [3, 1], []]","[3, -1, -2, 1, 1, 1, 3, 1, None, -2]",17,23,"{8, 0, 3}",6,3.0,,best_second,w5284fa9,8.0149968943483,7.679251425953058,8.554103545436334,4,4,0,1,1,1
3068,"[[2], [5, 4], [], [], [], [4, 9], [], [6, 3], [7, 0], []]","[0, 1, 1, 4, -4, -2, 2, -4, None, 2]",19,25,"{8, 0, 2}",2,,2.0,best_alone,w5284fa9,7.727535110475448,7.87473912517181,8.496786381638575,1,1,0,1,1,1
3070,"[[], [], [], [], [6, 1], [0, 2], [], [4, 8], [3], [5, 0]]","[-1, 1, -3, 0, 1, 2, 4, None, 0, -2]",21,27,"{4, 6, 7}",4,0.0,,best_second,w5284fa9,7.949797216161852,7.679713639966372,8.516793111394897,5,5,0,1,1,1
3072,"[[], [], [], [7, 0], [8, 6], [1], [], [], [6, 2], [3, 5]]","[3, -1, -1, -4, -1, 1, 2, 1, 3, None]",23,29,"{9, 5, 1}",2,,2.0,best_alone,w5284fa9,7.617267813628347,7.621195162809845,8.312135107648412,0,0,0,1,1,1
3074,"[[], [], [5, 4], [8, 6], [], [4, 1], [7], [], [0, 9], []]","[2, -1, -1, None, 2, 2, 3, 2, -3, -4]",25,31,"{3, 6, 7}",9,,6.0,best_alone,w5284fa9,7.635303886259415,6.815639990074331,8.000014093678072,5,5,0,1,1,1
3076,"[[9, 4], [7, 2], [], [], [3], [], [1, 7], [], [], [5, 8]]","[None, -3, -1, 2, 3, 2, -2, 4, -4, -3]",27,33,"{0, 3, 4}",9,,6.0,best_alone,w5284fa9,7.643003635560718,6.733401891837359,7.981049759665957,5,5,0,1,1,1
3078,"[[5, 2], [], [], [6, 8], [], [], [7, 1], [], [4], [0, 5]]","[-1, -2, 2, None, -3, -2, 1, 4, -4, 0]",29,35,"{3, 6, 7}",9,3.0,,best_second,w5284fa9,7.865955413933501,6.655440350367647,8.126518168780708,5,5,0,1,1,1
3080,"[[], [], [], [], [], [8, 1], [3, 0], [6, 9], [1, 2], [4]]","[-2, 2, 0, 4, -3, 3, 0, None, 0, -3]",31,37,"{3, 6, 7}",8,2.0,,best_second,w5284fa9,7.787382026484701,6.873163834212518,8.12415060330663,4,4,0,1,1,1
3082,"[[], [], [], [0, 7], [1, 6], [2], [], [], [3, 0], [4, 5]]","[3, 3, 4, -3, -3, 1, -3, -3, 4, None]",33,39,"{9, 2, 5}",8,,6.0,best_alone,w5284fa9,7.780303087908373,6.705639094860003,8.073714641109857,5,5,0,1,1,1
3084,"[[5, 8], [], [], [4, 7], [2, 6], [], [], [1], [], [0, 5]]","[0, 4, -4, None, -1, -3, -2, 3, 2, 1]",35,41,"{3, 4, 6}",11,1.0,,best_alone,w5284fa9,7.481555701909516,7.889459149404524,8.399085102935908,7,-3,10,0,0,1
3086,"[[3, 6], [4, 2], [], [8, 5], [], [], [9], [1, 4], [], []]","[None, -2, -2, 4, 2, 1, -1, 3, 4, 4]",37,43,"{0, 3, 5}",4,3.0,,best_second,w5284fa9,7.364547014255642,7.6984827878809465,8.23827262463303,8,5,3,0,1,1
3088,"[[], [8, 9], [3, 0], [], [2, 6], [1, 8], [7], [], [], []]","[-4, 1, 3, 3, None, -3, -3, -2, 1, -2]",39,45,"{2, 3, 4}",9,7.0,,best_second,w5284fa9,7.599401333415815,6.792344427470809,7.967973179662936,6,6,0,1,1,1
3090,"[[3], [6, 8], [1, 0], [], [5, 9], [9, 7], [], [], [], []]","[-1, -2, None, -3, -3, -3, 2, 2, 0, 2]",41,47,"{0, 2, 3}",3,,2.0,best_second,w5284fa9,8.437283808187935,7.703459047867174,8.82922635473185,0,-4,4,0,0,1
3092,"[[], [8, 7], [9, 4], [2, 9], [], [], [], [0], [6, 5], []]","[0, None, 4, -3, 1, 2, 3, -3, -3, -1]",43,49,"{8, 1, 6}",2,5.0,,best_second,w5284fa9,8.453401058328458,6.037870919922137,8.538758969330798,0,0,0,1,1,1
3094,"[[], [], [1], [], [6, 8], [3, 7], [8, 0], [], [], [5, 2]]","[4, -1, 2, -2, 4, -3, 0, 0, 1, None]",45,51,"{9, 2, 1}",5,,2.0,best_alone,w5284fa9,7.7025561132685825,7.486613313139955,8.293299358711323,1,1,0,1,1,1
3096,"[[6, 3], [5, 9], [], [], [1, 7], [], [3, 2], [8], [], []]","[-1, 2, -2, 1, None, -2, -1, -3, 1, -1]",47,53,"{1, 4, 9}",2,3.0,,best_second,w5284fa9,7.8160138391590275,7.589335823170617,8.40200678160712,1,1,0,1,1,1
3098,"[[], [], [], [0], [], [7, 2], [5, 7], [], [1, 4], [8, 3]]","[1, -2, 2, 0, 1, -4, -1, -2, 1, None]",49,55,"{0, 9, 3}",2,,3.0,best_min,w5284fa9,7.893572073504902,7.362010551259734,8.355614995760183,2,1,1,0,0,1
3100,"[[], [6], [5, 7], [], [2, 1], [], [], [], [9, 3], [3, 0]]","[-1, 4, -2, 3, None, -2, 1, -4, -1, 2]",51,57,"{1, 4, 6}",10,,2.0,best_alone,w5284fa9,7.64396194900253,8.571491964823617,8.904630097005011,5,5,0,1,1,1
3102,"[[7, 1], [], [], [4, 2], [], [], [3, 9], [1, 8], [], [5]]","[-3, -2, -1, 1, -3, -3, None, 1, -2, 4]",53,59,"{9, 5, 6}",2,,2.0,best_alone,w5284fa9,7.611347717403621,8.026823576217629,8.53346016388011,1,1,0,1,1,1
3104,"[[], [], [3, 0], [], [2, 6], [9, 1], [7], [], [], [1, 8]]","[-3, 1, 3, 1, None, 4, 3, -1, -1, 3]",55,61,"{2, 3, 4}",3,6.0,,best_min,w5284fa9,7.4073177104694174,7.824046010856293,8.33014046024638,4,4,0,1,1,1
3106,"[[], [7, 0], [1, 7], [5, 4], [9], [6, 8], [], [], [], []]","[-2, -1, 4, None, 2, 4, -2, -3, -4, 1]",57,63,"{3, 5, 6}",2,8.0,,best_alone,w5284fa9,7.325807502595773,7.906547232368036,8.350666240520924,3,2,1,0,0,1
3108,"[[], [], [], [6, 7], [9, 8], [], [0, 2], [1], [], [8, 5]]","[0, 4, -4, None, 1, -3, -4, -4, 4, 4]",59,65,"{0, 3, 6}",6,0.0,,best_alone,w5284fa9,7.933796874815411,8.015987811027237,8.668711839055147,0,-4,4,0,0,1
3110,"[[8, 9], [5, 4], [1, 5], [], [], [], [], [], [7, 6], [3]]","[None, 4, -2, 4, 4, 2, 0, -2, -2, 0]",61,67,"{0, 9, 3}",7,,2.0,best_alone,w5284fa9,7.581209826196346,6.865891074883438,7.978996370854115,4,4,0,1,1,1
3112,"[[], [], [8, 0], [2, 8], [], [], [4], [9, 6], [], [1, 5]]","[2, 1, -3, -4, 2, -3, 4, None, -2, 0]",63,69,"{4, 6, 7}",7,,4.0,best_alone,w5284fa9,7.65728279297819,7.036148493750536,8.087025470667701,6,6,0,1,1,1
3114,"[[], [6, 5], [], [8, 4], [], [7], [0, 9], [], [4, 2], []]","[1, None, -1, 2, 3, -1, 1, 4, -2, -3]",65,71,"{0, 1, 6}",3,4.0,,best_alone,w5284fa9,7.163946684342547,7.919719760924575,8.304494897963567,3,2,1,0,0,1
3116,"[[9, 1], [], [5], [6, 2], [0, 9], [], [7, 8], [], [], []]","[-1, 3, -4, None, -4, -4, 4, -4, 2, 2]",67,73,"{8, 3, 6}",10,2.0,,best_second,w5284fa9,7.213031659834869,7.232733136177615,7.9157131993821155,6,6,0,1,1,1
3118,"[[4, 5], [6, 8], [], [9], [5, 2], [], [], [1, 3], [], []]","[-3, -1, 0, 1, -1, 1, -1, None, -3, 3]",69,75,"{9, 3, 7}",7,,2.0,best_alone,w5284fa9,7.616775808698373,7.462789157412447,8.235625719964311,4,4,0,1,1,1
3120,"[[8, 2], [], [5], [], [3, 7], [], [4, 3], [], [9, 1], []]","[None, -1, -1, -2, -3, 0, -2, -4, 2, 0]",71,77,"{0, 8, 9}",2,3.0,,best_second,w5284fa9,7.0613343669104385,7.3271232922592935,7.895808377083183,2,2,0,1,1,1
3122,"[[5, 2], [9, 3], [8], [], [], [7, 4], [1, 9], [], [], []]","[None, 2, 2, 3, 1, -4, 2, -1, 4, 0]",73,79,"{0, 8, 2}",10,,2.0,best_alone,w5284fa9,7.568379267836522,6.90875477931522,7.984803389734406,6,6,0,1,1,1
3124,"[[6, 3], [], [], [1], [8, 2], [], [9, 5], [4, 8], [], []]","[None, -1, 2, -2, 0, 4, -2, 4, -1, -3]",75,81,"{0, 5, 6}",6,6.0,,best_min,w5284fa9,7.96693349840484,7.233455418621439,8.358900612421644,2,2,0,1,1,1
3126,"[[], [], [4], [9, 8], [], [6, 2], [1, 0], [], [], [8, 7]]","[4, -4, -4, 0, 0, None, 2, 1, -2, -4]",77,83,"{0, 5, 6}",9,2.0,,best_second,w5284fa9,7.557994958530806,6.815639990074331,7.94697135769359,6,6,0,1,1,1
3128,"[[], [], [], [0, 1], [5, 2], [], [8], [4, 5], [], [3, 6]]","[-3, 1, 3, -3, 4, -1, 3, 3, 4, None]",79,85,"{8, 9, 6}",11,,4.0,best_alone,w5284fa9,7.496652438168283,6.998509642250601,7.971085753505608,7,7,0,1,1,1
3130,"[[2, 8], [0, 2], [], [9, 6], [3, 7], [], [], [5], [], []]","[-1, 1, -4, 4, None, -2, 1, -3, -2, 3]",81,87,"{9, 3, 4}",7,3.0,,best_second,w5284fa9,7.328437352895162,6.670766320845874,7.745435610274381,7,7,0,1,1,1
3132,"[[3, 9], [], [], [7, 2], [5, 1], [1, 6], [], [], [], [8]]","[None, 2, -1, -2, 1, 1, 0, -3, -1, 1]",83,89,"{0, 9, 8}",4,,2.0,best_alone,w5284fa9,8.00503334463711,7.457609289715606,8.461257559085935,0,0,0,1,1,1
3134,"[[], [7], [3, 5], [], [2, 3], [], [8, 1], [], [9, 0], []]","[-3, 1, 3, 3, 3, -2, None, 3, -1, -1]",85,91,"{1, 6, 7}",7,,2.0,best_alone,w5284fa9,8.006034178749008,6.54534966033442,8.214465160759184,4,4,0,1,1,1
3136,"[[], [], [], [0, 1], [6, 2], [3, 9], [], [], [4, 6], [7]]","[2, -4, 0, -1, 2, None, -3, -4, 3, -3]",87,93,"{0, 3, 5}",7,3.0,,best_second,w5284fa9,7.99799931797973,7.423568444259167,8.444407421690585,1,1,0,1,1,1
3138,"[[], [], [], [7, 2], [6], [9, 4], [], [2, 0], [], [1, 8]]","[3, 4, -4, 2, 4, None, 3, -1, 0, -4]",89,95,"{4, 5, 6}",9,,4.0,best_alone,w5284fa9,7.491087593534876,6.54965074223381,7.820037989458753,7,7,0,1,1,1
3140,"[[], [], [], [], [7, 6], [0, 1], [3], [2, 9], [5, 0], []]","[0, 4, 3, -3, None, -3, -4, 3, 2, 2]",91,97,"{2, 4, 7}",7,1.0,,best_second,w5284fa9,7.382746449738912,7.247080584585757,8.010027528481734,6,6,0,1,1,1
3142,"[[6, 1], [], [4, 5], [0, 7], [5, 9], [], [], [8], [], []]","[-4, 0, 3, None, -3, -4, -4, 1, 4, -3]",93,99,"{8, 3, 7}",11,,4.0,best_alone,w5284fa9,7.446585099157725,6.2766434893416445,7.716460800176354,5,5,0,1,1,1
3144,"[[], [], [9, 7], [], [5, 6], [], [], [1], [4, 5], [3, 0]]","[3, 4, None, -1, -1, 4, -2, 4, 1, -4]",95,101,"{1, 2, 7}",11,,4.0,best_alone,w5284fa9,7.640123172695364,6.210600077024654,7.854381210652365,8,8,0,1,1,1
3146,"[[4, 8], [], [], [7, 2], [1, 5], [], [], [], [6], [3, 7]]","[None, -3, -3, 4, -4, 1, 4, 1, -1, 4]",97,103,"{0, 8, 6}",8,,4.0,best_alone,w5284fa9,7.941295570906532,6.606650186198216,8.174702882469461,3,3,0,1,1,1
3148,"[[4, 1], [3], [], [], [9, 2], [], [], [6, 5], [7, 6], []]","[None, 4, -3, 3, -3, 3, 4, -1, 0, 1]",99,105,"{0, 1, 3}",11,,4.0,best_alone,w5284fa9,7.594381242551816,6.517671272912275,7.887208585813932,7,7,0,1,1,1
3150,"[[], [7, 2], [4], [], [], [], [], [3, 6], [9, 5], [5, 0]]","[3, None, 3, 2, -1, -2, 0, -1, 3, 4]",101,107,"{1, 2, 4}",2,,2.0,best_alone,w5284fa9,7.742835955430749,7.509883061154913,8.326032685955077,2,2,0,1,1,1
3152,"[[], [], [8, 1], [], [], [], [3], [9, 6], [1, 0], [5, 4]]","[1, 2, 1, -1, 4, -3, 0, None, 0, 4]",103,109,"{9, 4, 7}",8,0.0,,best_second,w5284fa9,7.334981878871814,7.249215057114389,7.985824666418917,8,8,0,1,1,1
3154,"[[6, 7], [8], [0, 1], [4, 9], [9, 5], [], [], [], [], []]","[-4, -2, None, 4, 0, 4, -2, -4, 1, -1]",105,111,"{8, 1, 2}",6,,2.0,best_alone,w5284fa9,8.174421152646497,6.373319789577013,8.327000740241713,-1,-1,0,1,1,1
3156,"[[], [], [1, 7], [], [], [0, 3], [2, 1], [], [5, 9], [4]]","[4, -4, -2, -2, -1, -4, 3, -4, None, 2]",107,113,"{8, 9, 4}",4,,6.0,best_alone,w5284fa9,7.559038255443383,7.277247726631484,8.120886021092838,1,1,0,1,1,1
3158,"[[8], [4, 0], [9, 3], [], [7, 6], [2, 9], [], [], [], []]","[3, None, 1, -3, 1, 1, -4, 1, -2, 3]",109,115,"{0, 1, 8}",3,,5.0,best_min,w5284fa9,7.346010209913293,7.749322464660356,8.260751354700512,2,1,1,0,0,1
3160,"[[7], [], [6, 3], [], [1, 9], [2, 6], [], [], [4, 0], []]","[1, -4, 1, 3, 2, -2, 2, -1, None, 3]",111,117,"{8, 9, 4}",6,1.0,,best_min,w5284fa9,7.310550158534422,7.105786129481272,7.906178840394815,5,5,0,1,1,1
3162,"[[], [5, 9], [0], [4, 7], [], [], [1, 5], [], [3, 2], []]","[-3, -1, 1, 2, -2, -3, 1, 0, None, -4]",113,119,"{8, 3, 4}",3,2.0,,best_second,w5284fa9,7.359467638255621,7.69484807238461,8.234034207692043,2,0,2,0,1,1
3164,"[[], [9, 0], [], [5, 4], [7], [2, 8], [1, 9], [], [], []]","[-2, -4, -3, None, -3, -1, 1, 4, 1, 0]",115,121,"{8, 3, 5}",3,2.0,,best_alone,w5284fa9,7.681560362559537,7.783640596221253,8.426830751335846,1,0,1,0,0,1
3166,"[[9], [], [], [5, 2], [6, 1], [], [1, 7], [], [3, 0], []]","[-2, 3, -4, 1, -4, 3, 2, 0, None, -3]",117,123,"{8, 3, 5}",8,5.0,,best_second,w5284fa9,7.619233416226806,6.97914527506881,8.04237800517328,4,4,0,1,1,1
3168,"[[], [8, 6], [1, 9], [4, 5], [], [], [], [3, 4], [], [0]]","[0, -3, None, -1, -2, 3, 0, 1, -4, 2]",119,125,"{0, 9, 2}",7,,4.0,best_alone,w5284fa9,7.562681246721885,7.506591780070841,8.227909837597483,2,2,0,1,1,1
3170,"[[], [], [0, 3], [], [2, 8], [9, 1], [], [5, 9], [6], []]","[-3, -2, -2, -1, None, 1, 1, -4, 2, 4]",121,127,"{2, 3, 4}",7,1.0,,best_alone,w5284fa9,7.236339342754344,8.13593277200489,8.476996001664824,3,-3,6,0,0,1
3172,"[[], [], [], [2], [7, 3], [8, 9], [], [1, 6], [9, 0], []]","[-4, 2, 4, 4, None, -1, 0, -4, 1, -1]",123,129,"{2, 3, 4}",11,,2.0,best_alone,w5284fa9,7.392647520721623,5.973809611869261,7.60887062919126,8,8,0,1,1,1
3174,"[[1], [], [9, 5], [], [], [], [4, 8], [6, 0], [], [5, 3]]","[4, 0, 0, 2, 1, 2, -4, None, -1, -3]",125,131,"{0, 1, 7}",8,,2.0,best_alone,w5284fa9,7.369600720526409,6.777646593635117,7.80954132465341,4,4,0,1,1,1
3176,"[[], [], [0, 6], [1], [7, 8], [2, 3], [], [], [], [4, 7]]","[0, -3, 2, 3, 0, None, 3, -1, 1, 4]",127,133,"{2, 5, 6}",4,1.0,,best_second,w5284fa9,7.475339236566737,7.436617265234227,8.14902386805177,5,5,0,1,1,1
3178,"[[7, 5], [], [1], [0, 2], [8, 9], [], [4, 8], [], [], []]","[-1, 3, 3, None, 1, -2, -1, 2, -4, -2]",129,135,"{1, 2, 3}",7,,4.0,best_alone,w5284fa9,7.653494909661253,5.752572638825633,7.792348924113037,6,6,0,1,1,1
3180,"[[1, 2], [8, 3], [6], [], [9, 5], [], [], [], [], [5, 7]]","[None, 1, 1, -1, -3, 1, 4, 2, 3, -2]",131,137,"{0, 2, 6}",3,,4.0,best_alone,w5284fa9,7.8367647832640674,5.834810737062606,7.96311205897929,5,5,0,1,1,1
3182,"[[5, 6], [], [0, 9], [7, 8], [], [], [], [8, 1], [], [4]]","[-3, 2, None, -1, -4, 2, -2, 4, -3, 1]",133,139,"{9, 2, 4}",3,,4.0,best_min,w5284fa9,7.7102051944325325,8.460411177317253,8.847072312567807,-1,-3,2,0,0,1
3184,"[[], [], [], [2], [6, 3], [8, 0], [1, 7], [], [0, 9], []]","[4, 4, 2, 4, None, 3, 0, -4, 2, 2]",135,141,"{2, 3, 4}",6,,8.0,best_alone,w5284fa9,7.512071245835466,6.234410725718371,7.757478766584179,6,6,0,1,1,1
3186,"[[4, 5], [], [], [8, 6], [7, 2], [1], [], [], [], [3, 8]]","[None, 4, 1, -1, -3, 1, 1, 3, -1, 3]",137,143,"{0, 1, 5}",6,,2.0,best_alone,w5284fa9,7.652070746116482,6.695798917058491,7.976938756959434,5,5,0,1,1,1
3188,"[[], [], [6, 3], [], [1, 5], [], [3, 0], [], [4, 9], [7]]","[-3, 4, -3, 3, 2, -4, 3, 3, None, 4]",139,145,"{8, 1, 4}",5,6.0,,best_alone,w5284fa9,7.237059026124737,7.095064377287131,7.861341795599989,7,6,1,0,0,1
3190,"[[6], [8, 5], [3, 4], [], [], [], [], [2, 3], [], [1, 0]]","[-3, 1, -2, -1, -2, 0, -2, 3, -4, None]",141,147,"{9, 5, 1}",5,1.0,,best_second,w5284fa9,7.57095858316901,7.359467638255621,8.163656176168432,1,1,0,1,1,1
3192,"[[9], [5, 3], [], [], [7, 6], [], [], [6, 2], [1, 0], []]","[-4, -4, -4, 0, -3, -2, -3, 1, None, 4]",143,149,"{8, 0, 9}",5,,2.0,best_alone,w5284fa9,8.165079258805068,5.8111409929767,8.255568653283746,0,0,0,1,1,1
3194,"[[], [6, 9], [7], [4, 2], [0, 5], [], [], [], [1, 6], []]","[4, 4, -3, None, -4, -4, 1, 1, 2, 2]",145,151,"{0, 3, 4}",5,0.0,,best_min,w5284fa9,8.319717386850606,6.593044534142437,8.483222671845084,0,0,0,1,1,1
3196,"[[], [2, 9], [5, 0], [], [], [], [7, 3], [], [6, 7], [4]]","[1, None, 1, 2, 4, -1, 1, 0, 0, 3]",147,153,"{1, 4, 9}",6,,2.0,best_alone,w5284fa9,8.159946655578548,6.678342114654332,8.364508103750588,7,7,0,1,1,1
3198,"[[], [5], [6, 7], [9, 8], [3, 1], [], [7, 0], [], [], []]","[0, 3, -2, -1, None, -1, -4, -4, 0, 2]",149,155,"{1, 4, 5}",2,,2.0,best_alone,w5284fa9,7.524021415206124,7.900266036767701,8.422662707570003,2,2,0,1,1,1
3200,"[[], [], [], [9, 7], [1, 0], [3, 8], [4, 1], [], [2], []]","[-4, -1, 2, -3, -4, None, -2, -3, 3, -1]",151,157,"{8, 2, 5}",10,,2.0,best_alone,w5284fa9,7.811163385025278,6.968850378341948,8.169053149927342,5,5,0,1,1,1
3202,"[[7, 8], [3], [], [], [0, 1], [6, 9], [9, 2], [], [], []]","[-1, 1, -3, 1, None, 2, 4, 1, -1, 3]",153,159,"{1, 3, 4}",3,,2.0,best_alone,w5284fa9,7.7306140660637395,7.074963197966044,8.148445666243237,2,2,0,1,1,1
3204,"[[1], [], [], [5, 0], [], [6, 8], [], [4, 2], [], [7, 4]]","[-3, -4, 4, None, 0, 4, 4, -1, -3, 0]",155,161,"{3, 5, 6}",11,7.0,,best_second,w5284fa9,7.243512974665482,6.825460036255307,7.748891337255532,8,8,0,1,1,1
