,graph,reward,trialNumber,difficulty,difficulty_2,type,wid,RT_first_visit,RT_second_visit,RT,max_reward,current_reward,loss,accuracy,accuracy_1,df,unchoosen_diff
1049,"[[3, 5], [4, 6], [8, 9], [], [6], [], [], [], [], [], [0, 2]]","[1, 0, -4, 1, -2, -2, 4, -3, 1, 2, None]",151,4,3.0,best_second,w2ab44bd,9.262078567380597,7.366445148327599,9.40195197567723,2,2,0,1,1,2,1.0
1050,"[[9, 8], [5], [], [], [], [], [], [4, 2], [], [8, 3], [7, 1]]","[-3, 2, 4, 0, -2, 1, -3, 1, 3, -4, None]",314,4,3.0,best_min,w2ab44bd,9.051461866908696,7.706612913964197,9.282940064390527,5,5,0,1,1,1,
1051,"[[10, 8], [], [3, 5], [], [2, 0], [], [9, 7], [], [], [7], []]","[0, 3, -2, 3, None, 1, -2, 0, -2, -2, -3]",73,3,3.0,best_second,w2ab44bd,9.330431852234002,7.220373836723949,9.444779883032243,1,1,0,1,1,2,1.0
1052,"[[6, 5], [], [9], [0, 4], [10, 1], [], [], [], [2, 9], [], []]","[-3, -2, -4, None, -3, -1, 0, -3, 4, 2, 1]",299,2,1.0,best_min,w2ab44bd,9.647239545573877,7.2115567333138015,9.731096524419081,-2,-2,0,1,1,2,1.0
1053,"[[9, 3], [], [5, 10], [], [], [4, 1], [], [], [], [3, 8], [6]]","[-1, 4, None, 4, -4, 2, -2, -2, 1, -3, -2]",198,9,2.0,best_second,w2ab44bd,8.587278798982926,7.665284718471351,8.921991410536698,6,6,0,1,1,1,
1054,"[[], [], [], [0, 4], [], [7, 1], [], [], [10, 6], [3, 5], [6]]","[-4, -3, 0, -4, -2, 2, -3, 4, 4, None, 3]",393,11,5.0,best_second,w2ab44bd,8.662850763838602,7.21081845347222,8.873047798971067,6,6,0,1,1,2,2.0
1055,"[[], [], [3, 0], [0], [9, 7], [], [], [6, 1], [], [8, 5], []]","[-4, 0, -4, 4, None, 2, -4, -2, 3, 3, 2]",55,7,1.0,best_second,w2ab44bd,8.736489351001554,6.664409020350408,8.854950316500325,6,6,0,1,1,2,4.0
1056,"[[], [8, 10], [3, 1], [7, 6], [5], [], [], [], [], [4, 5], []]","[-2, 2, None, 1, 2, 2, 0, -1, -3, -4, -4]",353,2,1.0,best_second,w2ab44bd,9.769327390849192,8.51418868239594,10.020069867615993,1,1,0,1,1,2,1.0
1057,"[[], [], [], [1], [9, 0], [], [7, 8], [], [], [0, 2], [6, 3]]","[0, 2, -1, 2, 2, -3, 2, -4, 3, 3, None]",164,4,1.0,best_min,w2ab44bd,8.866863661202087,7.52456122628536,9.09884999594282,5,5,0,1,1,1,
1058,"[[2, 3], [], [], [], [], [1, 6], [], [4], [7, 4], [], [0, 5]]","[3, -1, 3, -2, -4, -4, -4, 0, 4, 1, None]",37,10,5.0,best_second,w2ab44bd,8.439663988906998,7.166265974133638,8.686260632531777,6,6,0,1,1,2,3.0
1059,"[[6, 1], [5], [4, 9], [2, 4], [], [], [10, 7], [], [], [], []]","[None, -1, -3, 3, 4, -3, -2, -4, -1, 2, 2]",88,5,2.0,best_min,w2ab44bd,8.814627555310697,7.259819610363186,9.006141236662911,0,0,0,1,1,1,
1060,"[[], [6], [10, 3], [], [], [2, 10], [], [8, 4], [], [7, 1], []]","[-2, -2, 3, 0, 4, -1, -4, 3, -3, None, 4]",8,10,1.0,best_second,w2ab44bd,8.145549631783583,7.920446505142607,8.732304571033183,7,7,0,1,1,1,
1061,"[[], [], [], [7, 4], [], [9], [10, 5], [4, 8], [], [], [2, 0]]","[0, -4, -2, 4, 1, 2, None, 0, -2, -1, -1]",244,3,,best_alone,w2ab44bd,9.04085606398372,7.247080584585757,9.194617411510947,1,1,0,1,1,1,2.0
1062,"[[], [7, 10], [1, 7], [5, 6], [], [4, 9], [0], [], [], [], []]","[-4, -3, 2, None, -1, 3, 1, 2, -4, -4, 2]",98,4,7.0,best_second,w2ab44bd,9.110741006753429,7.201170883281678,9.248791558350435,2,2,0,1,1,1,
1063,"[[9, 4], [3], [6, 10], [], [], [1, 3], [], [], [0, 2], [], []]","[2, -2, 1, -1, -3, -2, 2, 4, None, -2, -3]",319,4,4.0,best_min,w2ab44bd,8.999248901686114,7.451241684987676,9.191972714617998,3,3,0,1,1,2,1.0
1064,"[[], [0, 3], [], [], [8], [], [7, 1], [9, 5], [], [], [4, 8]]","[2, 4, -3, -2, 4, 1, None, -4, 2, -1, 3]",167,8,6.0,best_second,w2ab44bd,9.154510487015513,7.491645473605133,9.328034514792826,6,6,0,1,1,2,2.0
1065,"[[], [], [1, 8], [4, 10], [6, 0], [], [], [], [], [2, 1], [7]]","[4, 4, 4, None, 0, -4, 3, -3, -2, 4, 2]",210,3,4.0,best_second,w2ab44bd,8.696343057044558,8.38320455141292,9.245031611766112,4,4,0,1,1,1,
1066,"[[10, 9], [], [], [], [5, 1], [], [3], [4, 0], [6, 3], [], []]","[4, -2, 3, 4, -4, -1, -3, None, 0, 4, 1]",117,10,0.0,best_second,w2ab44bd,8.718172930028725,7.848543482456679,9.06808532439531,8,8,0,1,1,2,1.0
1067,"[[], [8], [], [], [9, 10], [6, 2], [], [5, 1], [], [10, 0], []]","[-2, 2, 1, -3, -1, -3, -3, None, 4, -1, 4]",172,10,,best_alone,w2ab44bd,8.782629654920699,6.994849985833071,8.937218450855731,6,6,0,1,1,1,4.0
1068,"[[2, 9], [0, 2], [], [], [], [6, 7], [4, 10], [3], [], [], []]","[-2, -1, 0, 4, -3, None, -4, -3, 4, 4, -1]",84,7,,best_alone,w2ab44bd,8.920255414908091,6.976348070447749,9.053920452704881,1,1,0,1,1,1,2.0
1069,"[[], [7, 5], [], [], [], [], [8, 10], [5], [0, 2], [], [3, 4]]","[2, -4, 4, 4, -3, 0, None, 1, 2, -2, -4]",189,7,2.0,best_second,w2ab44bd,8.991562278171614,7.272398392570047,9.156306483483696,6,6,0,1,1,2,7.0
1070,"[[], [], [10, 6], [], [], [], [9, 5], [8, 3], [3], [], [1, 0]]","[2, 0, None, -3, 1, 0, -4, -1, 3, -2, 4]",51,8,2.0,best_second,w2ab44bd,8.965462328515967,7.821643126239982,9.241935933565934,6,6,0,1,1,2,2.0
1071,"[[6, 4], [], [3, 7], [], [], [2, 10], [4], [], [], [], [9, 8]]","[3, -4, 4, 0, -2, None, 3, 4, -3, -4, -3]",371,11,0.0,best_second,w2ab44bd,8.132412674500905,7.421177528595394,8.531687637566689,8,8,0,1,1,2,1.0
1072,"[[8, 4], [], [], [], [7, 1], [], [5], [], [2, 3], [6, 5], []]","[None, -3, 4, -1, 0, 0, 0, -2, 0, 1, -3]",241,6,1.0,best_second,w2ab44bd,8.921457578947884,6.967909201801884,9.053920452704881,4,4,0,1,1,2,1.0
1073,"[[3], [5, 7], [], [], [9, 2], [7, 10], [4, 0], [], [], [], []]","[-4, 0, -2, 3, -4, -4, None, 3, 0, 0, 1]",14,4,,best_alone,w2ab44bd,8.71948076085107,7.080867896690782,8.896861744480391,-1,-1,0,1,1,1,2.0
1074,"[[], [], [5, 7], [8, 1], [], [], [], [], [1, 6], [2, 10], [0]]","[-2, -1, -3, -4, 2, -2, 4, 0, -1, None, 2]",104,4,,best_alone,w2ab44bd,8.994668835500674,7.920446505142607,9.28841190739634,0,0,0,1,1,1,2.0
1075,"[[], [4, 9], [10, 1], [], [], [], [8, 0], [], [0], [], [5, 3]]","[0, 4, None, -4, 1, 1, -2, -4, 4, -4, 0]",155,6,8.0,best_third,w2ab44bd,9.346356175893627,6.75343791859778,9.418410893792872,5,5,0,1,1,2,5.0
1076,"[[3, 5], [], [6, 8], [5, 1], [], [], [10, 9], [], [4], [], []]","[1, -1, None, -3, 2, -4, 2, -4, -4, 4, 2]",52,5,2.0,best_second,w2ab44bd,8.462103225098279,7.744569809354496,8.859363449152088,6,6,0,1,1,1,
1077,"[[], [8, 9], [], [], [10, 6], [1, 8], [7], [], [], [], [3, 2]]","[1, -1, 3, -4, None, -2, -2, 1, 3, 1, 1]",364,6,2.0,best_min,w2ab44bd,8.615226931687603,7.239214973779806,8.840290669088972,4,4,0,1,1,1,
1078,"[[], [], [], [], [], [1, 2], [8], [4, 3], [], [7, 5], [6, 8]]","[3, 1, 2, -2, 1, 2, 0, 4, 0, None, 3]",83,2,6.0,best_min,w2ab44bd,9.266058860732526,8.097426298597213,9.536617962187327,5,5,0,1,1,2,1.0
1079,"[[], [], [9, 8], [1, 0], [2, 3], [6, 7], [7], [], [], [], []]","[4, 3, 4, -1, None, 4, 2, 4, -3, 0, 2]",397,2,7.0,best_min,w2ab44bd,8.312871394342617,7.7279755421055585,8.75557997214314,4,4,0,1,1,2,1.0
1080,"[[2, 10], [], [], [8, 9], [], [0, 7], [], [6], [9, 1], [], []]","[4, -1, 4, 3, 4, None, -3, -2, 2, 0, -1]",388,9,5.0,best_second,w2ab44bd,8.480529207044647,6.434546518787453,8.601901919343192,8,8,0,1,1,1,
1081,"[[], [], [], [], [3], [], [10, 1], [6, 4], [9, 5], [5, 2], []]","[-1, 2, -4, 1, 0, -4, -2, None, -1, -1, 0]",294,2,,best_alone,w2ab44bd,9.047586120674756,7.756195343948118,9.290352309945568,1,1,0,1,1,1,2.0
1082,"[[5, 7], [4, 8], [], [], [3, 10], [], [0, 5], [], [9], [], []]","[-4, None, 0, 1, 1, 1, -3, -3, 4, -1, -3]",38,3,,best_alone,w2ab44bd,8.950143756459262,6.9440872082295275,9.076237387452702,3,3,0,1,1,1,4.0
1083,"[[1, 8], [], [], [], [10, 9], [0, 1], [], [], [], [3], [2, 6]]","[1, -2, -2, 1, None, -1, -4, -2, 1, 2, -3]",154,9,,best_alone,w2ab44bd,9.026657889542886,7.129297548929373,9.166283985779263,3,3,0,1,1,1,2.0
1084,"[[], [], [9, 10], [], [], [7, 2], [0], [3, 1], [6, 0], [], []]","[4, 4, 1, -3, 3, None, 2, 3, 2, 0, 1]",115,6,1.0,best_min,w2ab44bd,9.155356063643424,7.819636302367591,9.38873757187798,7,7,0,1,1,2,1.0
1085,"[[1, 6], [], [], [10, 9], [], [], [], [5, 4], [7, 0], [], [9]]","[1, 4, -3, -2, -3, 1, -2, -3, None, 0, -3]",119,8,3.0,best_second,w2ab44bd,8.83477381421388,7.0967213784947605,8.996651979432727,5,5,0,1,1,2,4.0
1086,"[[], [9], [], [], [], [8, 2], [7, 1], [0, 4], [], [], [5, 8]]","[-4, -4, -1, 4, 4, -3, None, -3, 4, -1, 3]",206,7,7.0,best_min,w2ab44bd,9.279493230664498,7.765993079407675,9.478380804172675,1,1,0,1,1,1,
1087,"[[], [2, 9], [7, 10], [], [3], [], [4, 3], [], [], [8, 0], []]","[1, None, -2, 1, 3, 1, 3, -2, 3, -4, 0]",233,2,5.0,best_third,w2ab44bd,9.03990785957464,7.168579897264035,9.182969175180052,-1,-1,0,1,1,2,2.0
1088,"[[], [], [0, 10], [2, 5], [], [4], [8, 9], [], [9, 1], [], []]","[1, 4, 4, None, -4, 1, 0, 2, 4, -1, -1]",144,5,5.0,best_second,w2ab44bd,8.85978949474541,8.288534459413917,9.307467082706905,5,5,0,1,1,1,
1089,"[[1, 9], [], [10, 3], [8], [], [], [], [0, 1], [], [], [4, 6]]","[1, -1, None, -2, 2, 1, -2, -1, 3, 1, -2]",212,3,,best_alone,w2ab44bd,8.853379672927634,7.360103972989152,9.05590631866912,1,1,0,1,1,1,4.0
1090,"[[5, 7], [], [9, 10], [2, 9], [], [4, 6], [], [1], [], [], []]","[None, 0, -2, 3, 4, 4, -4, -4, 1, -1, 4]",302,10,8.0,best_second,w2ab44bd,8.557182839632397,6.852242569051878,8.72404474595347,8,8,0,1,1,1,
1091,"[[], [7, 2], [], [5, 4], [], [], [], [2], [10, 6], [3, 8], []]","[-4, 3, -1, 1, -4, 3, -2, 2, -3, None, 2]",243,7,5.0,best_third,w2ab44bd,8.384804003370492,6.693323668269948,8.55371796609861,4,4,0,1,1,2,4.0
1092,"[[], [7, 0], [9], [8, 10], [2, 9], [], [1, 3], [], [], [], []]","[4, -4, -3, 1, -1, 2, None, -1, 4, 3, -2]",131,7,3.0,best_third,w2ab44bd,8.519390774959724,6.5337888379333435,8.647870515057853,5,5,0,1,1,2,5.0
1093,"[[], [], [], [10], [2, 1], [], [7, 0], [0, 5], [], [4, 3], []]","[-1, 3, -3, 1, 3, 4, -4, 1, -2, None, 3]",354,4,,best_min,w2ab44bd,9.522593098362169,7.204892510204673,9.616471924627508,6,4,2,0,0,1,6.0
1094,"[[], [], [0, 1], [], [], [6], [], [5, 6], [9, 2], [10, 4], []]","[-3, 4, 4, 0, -2, -2, 0, 4, None, -4, 0]",327,11,0.0,best_second,w2ab44bd,8.515992470839718,7.640123172695364,8.86403999703599,8,8,0,1,1,2,2.0
1095,"[[9, 3], [], [], [], [8, 1], [2, 10], [0, 5], [], [1], [], []]","[0, -3, 1, 2, -2, 0, None, -2, 1, 0, -1]",113,2,2.0,best_third,w2ab44bd,8.861066543517762,7.554858521040675,9.10063710688422,2,2,0,1,1,2,2.0
1096,"[[8], [], [], [0, 8], [], [], [7, 10], [1, 2], [], [], [9, 4]]","[-1, -3, 1, -3, -3, 4, None, -1, 2, 2, 4]",323,7,7.0,best_second,w2ab44bd,9.037176752966992,6.637258031284457,9.123910643977794,6,6,0,1,1,2,4.0
1097,"[[10, 5], [], [0, 10], [7], [], [], [8, 3], [], [4, 1], [], []]","[2, -3, -4, 4, -1, -1, None, 3, 3, -3, 4]",92,6,,best_alone,w2ab44bd,8.781708985836179,6.511745329644728,8.879889967673464,7,7,0,1,1,1,2.0
1098,"[[], [], [], [9], [2, 8], [1, 0], [4, 3], [], [], [], [5, 1]]","[-4, 1, -4, -4, 2, 1, None, -3, 4, 0, 1]",44,9,2.0,best_second,w2ab44bd,8.625329850020815,7.600902459542082,8.931948346431495,6,6,0,1,1,1,
1099,"[[8], [], [], [0, 8], [], [], [], [10, 9], [], [6, 1], [5, 2]]","[-4, -4, 3, -3, -3, 1, 1, None, 4, -1, -4]",255,3,7.0,best_min,w2ab44bd,9.781884730776879,7.738488122494645,9.903687532538795,0,-1,1,0,0,2,5.0
1100,"[[], [], [6, 9], [4, 2], [5, 8], [], [], [1], [], [], [7, 1]]","[-1, 3, -2, None, -2, -2, 4, -4, 3, -4, 1]",147,5,5.0,best_min,w2ab44bd,8.735525185733225,7.237778191923443,8.937218450855731,2,1,1,0,0,2,8.0
1101,"[[4, 8], [], [10], [], [1, 7], [], [2, 10], [], [5, 3], [], []]","[None, 2, 1, -2, 4, -4, -4, 0, -2, -1, 2]",335,8,4.0,best_second,w2ab44bd,8.791941988456118,7.0343879299155025,8.950921764797261,6,6,0,1,1,2,2.0
1102,"[[5, 4], [], [0, 5], [], [], [], [7, 1], [], [3], [6, 8], []]","[-2, 0, -4, 4, -1, 2, -2, -2, 0, None, -1]",312,7,,best_alone,w2ab44bd,8.823942326585243,6.842683282238422,8.952993499320474,4,4,0,1,1,1,2.0
1103,"[[2, 8], [], [1, 6], [10, 7], [], [], [], [], [5, 9], [], [7]]","[None, 3, 0, -4, 0, 1, -3, 0, 1, 0, -2]",281,3,3.0,best_min,w2ab44bd,9.149846991547221,7.3613754289773485,9.304377013902567,3,3,0,1,1,2,1.0
1104,"[[], [0, 5], [], [], [10, 8], [], [1, 0], [], [7], [], [2, 9]]","[2, -2, 3, 2, None, -2, 2, 3, 4, -3, -4]",320,11,,best_alone,w2ab44bd,8.86304982791909,6.476972362889683,8.950921764797261,7,7,0,1,1,1,6.0
1105,"[[], [0, 4], [], [], [], [1, 6], [10, 3], [9, 2], [], [2], []]","[1, -1, 2, 0, -4, None, 1, -2, 1, 2, -2]",57,3,3.0,best_third,w2ab44bd,9.113388845899733,7.9017475185201445,9.37390375584155,1,0,1,0,0,2,2.0
1106,"[[], [], [0, 10], [1], [], [], [8, 5], [6, 8], [], [2, 3], []]","[2, 2, 4, 0, -2, -1, 4, 3, 0, None, -4]",222,5,8.0,best_min,w2ab44bd,8.401108712395436,7.5251007461258,8.749098248399019,6,6,0,1,1,1,
1107,"[[9, 5], [0, 4], [], [], [3], [], [2, 7], [], [], [], [6, 2]]","[4, None, 1, -3, -4, -3, -2, -2, -2, 4, 4]",36,11,7.0,best_second,w2ab44bd,8.75573753930647,6.684611727667927,8.874308038583354,8,8,0,1,1,1,
1108,"[[2, 5], [], [1, 3], [], [6, 9], [8], [], [4, 6], [], [], []]","[None, -2, 1, 1, 0, 0, -1, -2, 1, 3, 0]",134,2,0.0,best_min,w2ab44bd,8.881280595070423,7.945201132412759,9.212038928611763,2,2,0,1,1,1,
1109,"[[], [], [9, 10], [5, 4], [], [4, 0], [7], [], [2, 6], [], []]","[-2, 0, -2, 4, -3, -1, 2, 2, None, -4, 0]",392,8,,best_alone,w2ab44bd,8.727454116899434,6.569481420414296,8.836664586357426,4,4,0,1,1,1,4.0
1110,"[[9], [2, 4], [4, 5], [], [], [], [], [10, 0], [], [], [3, 6]]","[-4, 0, 1, 4, 3, 0, -4, None, 4, -3, -1]",162,9,3.0,best_second,w2ab44bd,8.635687085464028,6.865891074883438,8.792853288640693,3,3,0,1,1,1,
1111,"[[3, 9], [], [6, 7], [9], [], [], [], [], [1, 4], [], [8, 2]]","[-3, -2, 0, -3, -3, -3, -2, 4, -4, 1, None]",253,9,4.0,best_second,w2ab44bd,8.43771698991444,8.014335737299422,8.941283763647567,4,4,0,1,1,2,1.0
1112,"[[], [3, 8], [], [10, 0], [2], [], [], [4, 2], [9, 6], [], []]","[3, None, -3, -2, -4, -3, -2, -4, -4, -4, -2]",215,7,5.0,best_second,w2ab44bd,9.33600338997184,7.576097340623111,9.494691904331509,1,1,0,1,1,2,2.0
1113,"[[], [4, 2], [0, 6], [], [3, 10], [], [], [9, 5], [], [5], []]","[2, None, -4, -3, 4, -4, -4, 2, -3, 2, 4]",157,11,0.0,best_second,w2ab44bd,8.448700194970936,7.591861714889934,8.8023721336499,8,8,0,1,1,2,6.0
1114,"[[], [], [], [], [8], [], [10, 4], [0, 1], [], [7, 0], [2, 3]]","[-2, 1, -4, 0, -1, 0, None, -1, 4, -1, -4]",242,9,,best_alone,w2ab44bd,8.7285879956959,6.859614903654202,8.871926251117628,3,3,0,1,1,1,4.0
1115,"[[], [], [], [2], [], [8, 1], [], [5, 8], [], [10, 3], [4, 6]]","[3, -4, 2, 2, -1, 3, -3, 4, -4, None, 4]",258,2,,best_alone,w2ab44bd,8.994172434398399,7.540621528657152,9.204121072162264,4,4,0,1,1,1,2.0
1116,"[[8], [], [9, 5], [], [], [1, 4], [], [0, 8], [], [6, 10], []]","[-4, 2, None, 4, -1, 4, 3, -1, 0, -4, -4]",63,8,5.0,best_second,w2ab44bd,8.870803443982124,7.1808311990445555,9.040026434306505,6,6,0,1,1,2,7.0
1117,"[[10, 5], [], [], [6, 9], [3, 6], [], [], [1], [0, 7], [], []]","[-2, 3, 4, 4, -3, 3, -4, -1, None, -4, -1]",118,3,,best_alone,w2ab44bd,9.132486932771318,7.342779189331846,9.286838342948908,2,2,0,1,1,1,4.0
1118,"[[7, 9], [], [6, 4], [], [], [], [4, 1], [10, 3], [], [5], []]","[None, 1, 2, 1, -1, 0, -4, 1, -2, 4, -3]",260,4,,best_alone,w2ab44bd,8.58578598288185,7.091742115095153,8.78813593986372,4,4,0,1,1,1,4.0
1119,"[[7, 3], [], [], [6], [1, 8], [4, 1], [], [2, 10], [], [], []]","[None, -4, -1, 2, 0, -1, -1, 0, 3, -2, 2]",372,2,,best_min,w2ab44bd,9.025696119812583,7.8387375595992825,9.291920358968605,2,1,1,0,0,1,3.0
1120,"[[], [], [], [5, 1], [], [], [7, 10], [9, 2], [3, 5], [], [4]]","[4, -1, -3, -1, 3, 3, None, 3, 3, -1, 4]",190,6,,best_alone,w2ab44bd,8.63550941823428,7.02197642307216,8.817001443665859,7,7,0,1,1,1,2.0
1121,"[[], [], [6, 7], [9, 10], [], [], [4, 1], [0, 5], [], [10], []]","[2, -2, None, 1, -4, 3, -2, -1, -4, -2, 1]",227,5,4.0,best_second,w2ab44bd,8.909505512946101,7.142827401161621,9.067162602299854,2,1,1,0,1,2,2.0
1122,"[[], [3], [1, 3], [], [10, 9], [], [], [], [], [7, 6], [5, 8]]","[3, -2, 2, 2, None, 3, -2, 0, -4, -2, 4]",97,9,8.0,best_second,w2ab44bd,7.962067308753667,6.380122536899766,8.148734808937169,7,7,0,1,1,2,2.0
1123,"[[], [0], [], [], [6, 7], [], [7, 2], [], [10, 1], [], [5, 3]]","[1, 0, -3, -2, 2, 0, -2, -1, None, 4, -2]",308,4,,best_alone,w2ab44bd,9.01602720232985,7.437206366871293,9.203416456903359,1,1,0,1,1,1,2.0
1124,"[[2, 8], [], [8], [], [1, 10], [], [7, 4], [9, 5], [], [], []]","[4, -1, 3, 4, 4, -1, None, 3, -3, -2, 3]",91,5,1.0,best_second,w2ab44bd,8.815666824946216,7.9291264873067995,9.16062477973025,7,7,0,1,1,2,1.0
1125,"[[9, 7], [], [], [], [6, 2], [1, 3], [2], [], [], [], [5, 0]]","[-4, -3, 3, -2, 2, -3, 3, -3, -2, 0, None]",375,2,1.0,best_min,w2ab44bd,10.033638237001172,7.425953657077541,10.104712639749314,-4,-5,1,0,0,2,3.0
1126,"[[], [0, 4], [3, 5], [6, 7], [], [8], [], [], [], [1, 0], []]","[1, 4, None, -1, 4, -3, -2, 4, -4, -4, -1]",94,8,5.0,best_second,w2ab44bd,8.697679732264463,7.153051634937481,8.890961212781148,3,3,0,1,1,1,
1127,"[[10], [9, 2], [], [6, 7], [3, 1], [0, 10], [], [], [], [], []]","[-2, 4, -3, 3, None, 2, -3, 0, -3, -2, -4]",19,2,3.0,best_min,w2ab44bd,9.21562637640542,7.356918242356021,9.360396968182862,3,3,0,1,1,2,1.0
1128,"[[], [8, 4], [9, 3], [], [0, 7], [], [], [], [5, 6], [3], []]","[0, None, -3, 0, 2, 4, 3, -1, -4, 3, 2]",15,2,7.0,best_second,w2ab44bd,9.411565459189369,7.82803803212583,9.598184471326945,2,0,2,0,0,2,1.0
1129,"[[], [6], [], [], [8, 0], [9, 3], [], [], [], [3, 7], [4, 1]]","[1, 3, -3, -4, 2, -1, 2, -1, -1, 3, None]",336,3,,best_alone,w2ab44bd,9.140132476932687,6.860663671448286,9.237469039364436,5,5,0,1,1,1,2.0
1130,"[[], [], [8, 0], [6, 5], [], [], [], [9, 4], [], [4], [2, 3]]","[-4, 4, -2, 2, 4, 2, -2, 4, -1, 4, None]",17,7,0.0,best_second,w2ab44bd,8.737773460327283,7.51425465281641,8.995536944936974,4,4,0,1,1,2,3.0
1131,"[[9, 1], [], [0, 9], [7], [], [10, 3], [], [], [], [], [4, 8]]","[0, -4, -1, 4, 4, None, -3, 3, 0, -2, -4]",156,9,,best_alone,w2ab44bd,8.404248432400102,6.964135612418245,8.616676469901188,7,7,0,1,1,1,4.0
1132,"[[], [], [], [], [], [10, 8], [9, 2], [], [1], [2, 4], [0, 7]]","[-4, 0, -4, 1, 3, None, -2, -2, 1, 2, -2]",208,6,,best_alone,w2ab44bd,8.79512791241314,7.1853870155804165,8.97727273946428,1,1,0,1,1,1,2.0
1133,"[[], [], [7, 9], [1], [], [], [8, 3], [9, 4], [0, 10], [], []]","[0, 3, 0, 4, -3, 2, None, 1, -1, 2, 2]",220,7,,best_alone,w2ab44bd,8.204671828950811,7.071573364211532,8.483636407887396,7,7,0,1,1,1,2.0
1134,"[[5, 2], [], [], [], [0, 5], [], [3], [], [1, 7], [8, 6], []]","[-3, 2, -4, -1, 1, -2, -1, -1, 1, None, -2]",396,4,2.0,best_second,w2ab44bd,8.83141981909013,6.855408798609927,8.961109485898655,3,3,0,1,1,1,
1135,"[[], [], [7, 5], [9], [], [1, 4], [], [6, 0], [3, 9], [], []]","[0, -2, None, 4, 2, -2, -1, 2, 1, 2, -3]",31,3,2.0,best_second,w2ab44bd,8.917310693197805,7.4360278163518485,9.12205545710861,2,2,0,1,1,2,4.0
1136,"[[], [], [1], [], [0, 5], [], [], [4, 0], [9, 6], [], [8, 2]]","[1, 0, -4, -4, 4, 4, 2, 3, 1, 1, None]",322,4,1.0,best_second,w2ab44bd,8.709630081951284,7.58018941794454,8.989569004807029,3,3,0,1,1,1,
1137,"[[7, 9], [], [], [], [], [8, 6], [10], [9, 3], [2, 4], [], []]","[1, -2, 0, -2, 4, None, -2, -2, 3, 3, -3]",22,8,1.0,best_second,w2ab44bd,8.80177044891454,7.226209010100671,8.98969370086056,7,3,4,0,1,1,
1138,"[[2, 4], [3, 7], [], [7], [], [], [0, 9], [], [], [8, 5], []]","[-3, 0, 2, -2, 1, 4, None, -3, -1, 4, 2]",13,8,0.0,best_second,w2ab44bd,8.094378444972959,7.721348612617949,8.618123909994678,8,8,0,1,1,2,1.0
1139,"[[4], [], [6, 0], [], [], [], [5, 7], [], [9, 3], [], [8, 9]]","[-4, -1, None, -1, -3, 4, 3, -4, 3, 1, 4]",326,11,7.0,best_second,w2ab44bd,8.48879371689454,7.584264818389059,8.828494129466652,7,7,0,1,1,1,
1140,"[[8, 5], [], [7, 9], [2, 10], [], [], [], [], [5], [], [1, 4]]","[2, 0, -2, None, -3, 2, 1, 2, 1, 3, -3]",179,4,5.0,best_second,w2ab44bd,8.568076401730806,7.135687347028144,8.782015969721936,1,0,1,0,1,2,3.0
1141,"[[10, 3], [], [8, 6], [], [5], [], [], [2, 8], [], [0, 4], []]","[-1, -2, -3, 4, 2, -3, 1, -3, -1, None, -4]",130,6,5.0,best_min,w2ab44bd,8.935508711503221,7.538494999413465,9.156412029950626,3,3,0,1,1,1,
1142,"[[], [], [6, 5], [1, 4], [], [], [5, 9], [10], [3, 7], [], []]","[2, 3, -2, 2, -2, 3, 1, -4, None, 2, -4]",196,9,4.0,best_second,w2ab44bd,8.351374706721296,6.297109319933935,8.471777327885755,5,5,0,1,1,1,
1143,"[[1, 9], [5, 8], [], [10, 6], [], [], [], [], [], [4], [6, 7]]","[None, -2, 4, -2, 3, -4, 1, -4, -2, -1, -4]",216,7,,best_alone,w2ab44bd,8.949754525186103,6.980075940561763,9.080231686629162,2,2,0,1,1,1,2.0
1144,"[[], [], [0, 5], [], [], [], [1], [3, 10], [2, 6], [7, 3], []]","[-4, -4, 4, 2, -4, 4, -2, 4, None, 3, 0]",54,11,0.0,best_second,w2ab44bd,8.038512020976814,7.284820912568604,8.423980809694058,8,8,0,1,1,1,
1145,"[[1, 3], [4, 9], [7, 6], [10, 5], [], [], [], [6], [], [], []]","[None, -1, -4, 4, -4, 2, -4, -2, 2, -3, -1]",337,8,2.0,best_second,w2ab44bd,8.584103896698865,7.4999765409521215,8.875287128108383,6,3,3,0,1,2,1.0
1146,"[[], [], [1, 10], [], [5], [], [9, 4], [2, 1], [], [3, 0], []]","[-1, -4, 0, -3, 2, 1, None, -2, 4, -2, 4]",82,7,,best_alone,w2ab44bd,8.146419323098003,6.962243464266207,8.41316512099219,3,3,0,1,1,1,2.0
1147,"[[], [], [10, 0], [], [1, 5], [], [9], [2, 10], [4, 6], [], []]","[2, 4, 4, -3, -1, -4, -4, 1, None, -3, -1]",324,9,3.0,best_second,w2ab44bd,8.58316818033977,6.57507584059962,8.708969906980947,3,3,0,1,1,1,
1148,"[[5, 10], [], [1, 8], [], [9, 6], [], [], [2, 0], [], [6], []]","[4, 2, -4, -1, -2, 4, -3, None, 0, -4, -4]",69,10,8.0,best_second,w2ab44bd,8.224431573221157,6.695798917058491,8.420462002456466,8,8,0,1,1,2,2.0
