,graph,reward,trialNumber,trial_index,visited_nodes,difficulty,difficulty_2,unchoosen_diff,type,wid,RT_first_visit,RT_second_visit,RT,max_reward,current_reward,loss,accuracy,accuracy_1,df
1,"[[2, 8], [], [8], [], [3, 7], [], [9, 4], [], [], [5, 1]]","[1, -1, 0, 1, -1, 0, None, 4, -1, -4]",2,8,"{4, 6, 7}",6,5.0,1.0,best_second,wdf61453,7.889084407035514,7.783640596221253,8.53070154144103,3,3,0,1,1,2
3,"[[], [], [], [6], [9, 1], [3, 6], [], [8, 4], [0, 2], []]","[3, -2, 1, 3, 0, -2, 0, None, -2, -3]",4,10,"{1, 4, 7}",3,2.0,2.0,best_second,wdf61453,7.541152455136308,7.761744984658913,8.350429973538136,1,-2,3,0,0,2
5,"[[3, 5], [], [9, 1], [], [8, 0], [], [], [], [6, 7], [1]]","[-3, 0, -3, -2, None, -1, -1, 4, 4, -2]",6,12,"{8, 4, 7}",10,0.0,1.0,best_second,wdf61453,7.1131421087070885,7.459914766241105,7.994294986415977,8,8,0,1,1,2
7,"[[7, 5], [], [], [], [], [8, 1], [2], [3, 4], [], [6, 2]]","[None, -2, 1, 0, 2, 3, 0, 0, 4, 0]",8,14,"{0, 8, 5}",6,5.0,2.0,best_third,wdf61453,7.523481312573497,7.218176838403407,8.07527154629746,7,7,0,1,1,2
9,"[[], [9, 5], [], [7, 8], [3, 6], [], [2, 0], [], [], [5]]","[-3, -4, -4, 4, None, -1, -3, 0, 4, 4]",10,16,"{8, 3, 4}",11,0.0,1.0,best_second,wdf61453,7.45298232946546,7.286191714702382,8.065893546964274,8,8,0,1,1,2
11,"[[], [], [4, 6], [], [6], [], [], [0, 5], [1, 3], [8, 7]]","[-3, 4, 0, -4, 1, -2, 3, -1, 2, None]",12,18,"{8, 9, 1}",9,6.0,1.0,best_second,wdf61453,8.015327309021718,7.20414929203594,8.382747094863314,6,6,0,1,1,2
13,"[[4, 5], [6, 0], [3, 7], [7], [], [], [8, 9], [], [], []]","[2, None, 0, 4, -4, 4, -4, 1, -4, -1]",14,20,"{0, 1, 4}",11,2.0,3.0,best_second,wdf61453,7.583247524303362,7.22983877815125,8.114922974204593,6,-2,8,0,1,2
15,"[[8, 6], [3], [5, 7], [], [1, 3], [], [], [], [], [2, 0]]","[2, 2, 0, 3, 2, 1, -3, -3, 2, None]",16,22,"{0, 9, 8}",5,5.0,4.0,best_third,wdf61453,8.725994381014571,6.246106765481563,8.806274284781725,4,4,0,1,1,2
17,"[[2, 6], [4, 9], [3, 8], [], [9], [], [7, 5], [], [], []]","[None, 1, 2, 3, 3, -2, -2, -1, -4, 0]",18,24,"{0, 2, 3}",8,6.0,1.0,best_second,wdf61453,8.081784206935001,6.763884908562435,8.318742252692399,5,5,0,1,1,2
19,"[[], [], [], [6, 5], [], [4, 2], [8, 0], [1], [], [7, 1]]","[1, 3, -3, None, -4, -1, -4, 3, 2, -2]",20,26,"{2, 3, 5}",2,2.0,1.0,best_second,wdf61453,7.348587530927593,8.110427237575026,8.493310250952906,-2,-4,2,0,0,2
21,"[[5], [0, 5], [4, 7], [], [], [], [8, 3], [], [], [6, 2]]","[1, -1, -2, 3, 4, -1, 3, -2, 2, None]",22,28,"{8, 9, 6}",5,0.0,6.0,best_second,wdf61453,8.112527763478637,7.5379626597682075,8.558910784768106,6,5,1,0,1,2
23,"[[9, 3], [7, 4], [8, 6], [], [], [0, 2], [], [4], [], []]","[-3, -3, 4, 0, -1, None, -3, -3, 4, -4]",24,30,"{8, 2, 5}",11,7.0,4.0,best_second,wdf61453,7.793999089503996,6.448889394146858,8.025189321890833,8,8,0,1,1,2
25,"[[], [], [8, 3], [], [1], [4, 1], [9, 0], [2, 6], [], []]","[0, -4, 0, -1, 4, 1, 0, None, 1, 4]",26,32,"{9, 6, 7}",4,0.0,2.0,best_third,wdf61453,8.627123250788435,6.15060276844628,8.707648248106914,4,4,0,1,1,2
27,"[[], [], [8, 3], [], [], [9, 0], [1, 4], [6, 2], [], [0]]","[1, 2, -4, 0, -1, 0, -2, None, 2, 0]",28,34,"{1, 6, 7}",3,1.0,2.0,best_third,wdf61453,7.776535028185241,7.161622002939187,8.20849175174038,0,0,0,1,1,2
29,"[[3], [], [8, 9], [], [0, 3], [], [], [], [7, 5], [6, 1]]","[-1, -2, None, 2, 4, 4, -1, 1, 4, -4]",30,36,"{8, 2, 7}",10,0.0,1.0,best_second,wdf61453,6.807934943699926,6.97914527506881,7.589841512182657,8,5,3,0,1,2
31,"[[4, 6], [8], [], [], [7, 3], [1, 8], [2, 9], [], [], []]","[None, 2, 0, -1, 4, -2, -2, 3, 2, 1]",32,38,"{0, 4, 7}",7,5.0,1.0,best_second,wdf61453,7.3833681469923835,6.293419278846481,7.67275789664251,7,7,0,1,1,2
33,"[[], [], [3, 1], [], [9, 5], [], [4, 2], [8, 0], [0], []]","[4, -4, 0, 3, 2, -2, None, 2, -1, -4]",34,40,"{9, 4, 6}",5,4.0,7.0,best_min,wdf61453,7.792761720816526,7.469083884921234,8.336869637284956,3,-2,5,0,0,2
35,"[[], [4, 6], [], [8, 2], [7, 0], [], [5, 9], [], [2], []]","[-1, None, 3, 2, 0, -1, 2, -3, 0, 2]",36,42,"{1, 6, 9}",5,0.0,2.0,best_second,wdf61453,7.594884387216519,7.57095858316901,8.275885669474356,4,4,0,1,1,2
37,"[[], [], [0, 3], [], [1, 8], [6], [], [5, 6], [], [4, 2]]","[0, -3, 1, 1, 3, -3, 2, -1, 4, None]",38,44,"{9, 4, 1}",6,1.0,1.0,best_min,wdf61453,7.170888478512505,6.248042874508429,7.504942068396171,7,0,7,0,1,2
39,"[[], [2, 6], [], [], [7, 0], [1, 4], [], [], [9, 3], [3]]","[3, -3, -1, -4, 4, None, 2, 1, -4, 3]",40,46,"{0, 4, 5}",7,1.0,3.0,best_second,wdf61453,7.9208096792886,7.7306140660637395,8.523175263093785,7,7,0,1,1,2
41,"[[1], [], [], [2, 9], [7, 3], [0, 1], [], [6, 8], [], []]","[1, -4, 0, -2, None, 3, 0, -3, 3, 1]",42,48,"{4, 6, 7}",2,6.0,1.0,best_min,wdf61453,8.609772372709331,6.240275845170769,8.69901462316851,0,-3,3,0,1,2
43,"[[2], [], [], [], [], [9, 7], [], [3, 6], [0, 2], [1, 4]]","[4, 0, -3, -3, -2, None, 4, 4, 0, -4]",44,50,"{5, 6, 7}",11,0.0,2.0,best_second,wdf61453,7.60489448081162,7.292337176173877,8.153637486385284,8,8,0,1,1,2
45,"[[9], [], [], [5, 7], [3, 8], [], [0, 9], [], [1, 2], []]","[-3, 0, -4, 0, None, -4, -2, 1, -2, -2]",46,52,"{3, 4, 7}",5,1.0,4.0,best_third,wdf61453,8.63373100766419,7.063903961472069,8.822616945344175,1,1,0,1,1,2
47,"[[], [], [4, 1], [5, 8], [1], [], [], [9, 3], [], [6, 0]]","[1, 3, 4, 2, -2, 4, 4, None, 2, -3]",48,54,"{3, 5, 7}",5,0.0,3.0,best_second,wdf61453,7.32052696227274,7.195187320178708,7.952615111650999,6,6,0,1,1,2
49,"[[7, 5], [], [], [9], [8, 0], [], [3, 9], [], [1, 2], []]","[-3, 0, 2, 2, None, -4, 0, 3, 4, 1]",50,56,"{8, 2, 4}",7,2.0,7.0,best_second,wdf61453,6.7357800142423265,7.233455418621439,7.70796153183549,6,6,0,1,1,2
51,"[[], [3, 0], [], [], [], [2, 9], [4], [1, 5], [6, 4], []]","[2, -4, 1, -2, -2, -2, 1, None, 4, -2]",52,58,"{2, 5, 7}",3,0.0,4.0,best_third,wdf61453,8.710454688248525,7.298445101508147,8.928375259853631,-1,-1,0,1,1,2
53,"[[4, 6], [], [], [2], [1, 8], [3, 2], [9, 7], [], [], []]","[None, 1, 1, 4, 2, 3, 2, -3, -2, -4]",54,60,"{0, 1, 4}",4,4.0,1.0,best_second,wdf61453,8.433594167539923,8.035926369891792,8.947415950650129,3,3,0,1,1,2
55,"[[], [], [0, 1], [8, 7], [6, 9], [2, 4], [], [], [7], []]","[-3, 4, 4, 3, -4, None, -4, -1, 4, 2]",56,62,"{1, 2, 5}",11,0.0,6.0,best_second,wdf61453,7.528331766707247,6.734591659972948,7.901007051992421,8,8,0,1,1,2
57,"[[9], [2, 4], [], [0, 9], [], [8, 7], [5, 1], [], [], []]","[0, 2, -1, 1, 2, 3, None, -3, -1, 1]",58,64,"{1, 4, 6}",3,0.0,2.0,best_third,wdf61453,7.859026979751538,7.653969180478775,8.454679286026995,4,4,0,1,1,2
59,"[[], [], [8, 9], [6, 4], [], [], [4], [], [7, 5], [1, 0]]","[4, -1, None, -2, -2, -4, 4, 1, -4, 3]",60,66,"{0, 9, 2}",10,1.0,5.0,best_second,wdf61453,7.509335266016592,7.466799475018602,8.181160858023409,7,7,0,1,1,2
61,"[[], [], [1], [2, 1], [], [6, 4], [], [], [5, 9], [0, 7]]","[-2, -2, -1, -2, -1, -3, -4, -1, None, -4]",62,68,"{8, 9, 7}",2,3.0,3.0,best_min,wdf61453,8.339978571990427,7.920446505142607,8.84505705350085,-4,-5,1,0,0,2
63,"[[], [], [], [9, 0], [7, 5], [], [1, 2], [5], [3, 6], []]","[3, 3, 2, -2, -2, -1, -3, -1, None, 0]",64,70,"{8, 0, 3}",2,5.0,1.0,best_min,wdf61453,8.069968149059841,6.892641641172089,8.338305731356565,1,1,0,1,1,2
65,"[[], [], [0, 7], [], [8, 1], [9, 3], [4, 2], [], [], [3]]","[-4, -2, 2, 0, -3, 1, None, 3, 4, -2]",66,72,"{2, 6, 7}",7,1.0,6.0,best_third,wdf61453,7.995306620290822,7.696667081526462,8.550047528287184,5,5,0,1,1,2
67,"[[], [], [], [8, 6], [1, 2], [9, 0], [], [3, 4], [], [0]]","[0, 1, -1, 0, 0, -4, 2, None, 0, 0]",68,74,"{3, 6, 7}",2,2.0,2.0,best_third,wdf61453,8.712266432135355,6.665683717782408,8.83360848269089,2,2,0,1,1,2
69,"[[], [2, 4], [0, 5], [8, 9], [7, 6], [], [], [], [9], []]","[-3, None, 4, -2, -3, 4, 0, -4, -3, -3]",70,76,"{0, 1, 2}",11,0.0,4.0,best_second,wdf61453,7.6324011266014535,6.401917196727186,7.888334500738654,8,1,7,0,1,2
71,"[[], [8], [7, 3], [4, 6], [], [1, 8], [], [9, 0], [], []]","[-3, 2, None, 2, -1, -1, 2, 3, -2, -1]",72,78,"{9, 2, 7}",3,6.0,3.0,best_third,wdf61453,7.998335395952982,6.535241271013659,8.20631072579402,4,2,2,0,0,2
73,"[[], [4, 0], [7, 6], [], [], [3, 8], [], [6], [], [1, 5]]","[-4, -2, 2, 4, -3, 3, 2, -2, 2, None]",74,80,"{9, 3, 5}",9,1.0,1.0,best_second,wdf61453,7.461640392208574,7.103322062526113,7.991253929840198,7,7,0,1,1,2
75,"[[5, 2], [9, 4], [], [0, 6], [], [], [7, 8], [], [], [4]]","[3, -4, -1, None, -4, 1, -4, -3, 3, 1]",76,82,"{0, 3, 5}",6,4.0,6.0,best_second,wdf61453,8.308691916838898,6.104793232414985,8.41316512099219,4,4,0,1,1,2
77,"[[], [], [8, 6], [0], [3, 0], [7, 1], [], [], [], [5, 2]]","[-2, 4, -4, 1, -4, 2, 0, -1, -2, None]",78,84,"{9, 5, 1}",9,2.0,2.0,best_second,wdf61453,6.946013991099227,7.6290038896529575,8.037543185118697,6,6,0,1,1,2
79,"[[], [], [], [2, 9], [6, 1], [7, 3], [1], [0, 8], [], []]","[-2, 3, -4, 0, 3, None, -3, -1, -4, 3]",80,86,"{8, 5, 7}",7,3.0,7.0,best_third,wdf61453,7.004881989712859,7.773594467360194,8.154212694914229,3,-5,8,0,0,2
81,"[[5, 1], [], [], [], [3, 2], [1], [9, 7], [], [4, 6], []]","[-2, 2, 4, -1, 3, 0, -2, -4, None, -3]",82,88,"{8, 2, 4}",10,1.0,1.0,best_second,wdf61453,7.526178913346146,6.6080006252960874,7.86172707782398,7,7,0,1,1,2
83,"[[], [3, 4], [], [4], [], [0, 2], [], [6, 8], [], [5, 7]]","[-1, -3, 4, 0, 1, 4, -4, -3, 1, None]",84,90,"{9, 2, 5}",10,0.0,5.0,best_second,wdf61453,7.475905969367397,7.003065458786462,7.9599745280805365,8,8,0,1,1,2
85,"[[5, 3], [], [1, 7], [], [8, 2], [3], [], [], [9, 6], []]","[-3, -2, -2, 0, None, 4, 0, 0, 4, -4]",86,92,"{8, 4, 6}",6,4.0,2.0,best_second,wdf61453,8.095293776844647,7.039660349862076,8.39366870513074,4,4,0,1,1,2
87,"[[], [], [5, 9], [], [], [9], [0, 3], [6, 8], [4, 1], []]","[1, -3, 0, -3, 0, 4, 2, None, 4, 3]",88,94,"{0, 6, 7}",3,5.0,3.0,best_third,wdf61453,8.409830673087738,6.529418838262225,8.55159461813357,4,3,1,0,0,2
89,"[[4, 1], [], [0, 3], [9, 5], [], [], [], [8, 6], [6], []]","[4, 4, None, -2, -4, -2, 1, 3, 4, 0]",90,96,"{0, 1, 2}",10,0.0,2.0,best_second,wdf61453,7.45182223652793,6.845879875264049,7.8868329989550565,8,8,0,1,1,2
91,"[[], [0], [8, 5], [], [6, 2], [], [9, 3], [1, 0], [], []]","[-2, 1, 3, -3, None, 4, 0, 1, -4, 1]",92,98,"{9, 4, 6}",8,3.0,8.0,best_third,wdf61453,8.188966863648874,6.728628613084702,8.397508348470257,7,1,6,0,0,2
93,"[[8, 4], [7], [], [1, 7], [], [0, 6], [2, 9], [], [], []]","[4, -2, -1, 2, -4, None, 0, -4, 3, 4]",94,100,"{0, 8, 5}",6,8.0,5.0,best_third,wdf61453,7.02197642307216,7.2640301428995295,7.843064016692054,7,7,0,1,1,2
95,"[[3, 7], [2, 0], [6, 8], [], [], [9, 4], [], [], [], [4]]","[2, None, 2, 3, 1, 0, 2, 1, 4, -2]",96,102,"{0, 1, 3}",2,1.0,2.0,best_third,wdf61453,7.732369222284388,6.90875477931522,8.0959035329611,6,5,1,0,0,2
97,"[[6], [7, 9], [0, 6], [1, 4], [5, 8], [], [], [], [], []]","[-1, 3, 3, None, -4, -4, 4, -4, 1, 4]",98,104,"{1, 3, 9}",11,1.0,5.0,best_second,wdf61453,7.102499355774649,7.447751280047908,7.982757702011114,7,7,0,1,1,2
99,"[[], [2, 9], [9], [], [6, 5], [], [], [3, 0], [4, 7], []]","[0, -2, -4, 2, 2, 4, 0, 1, None, 1]",100,106,"{8, 4, 5}",4,2.0,2.0,best_third,wdf61453,7.4377951216719325,7.024649030453636,7.945201132412759,6,6,0,1,1,2
101,"[[], [5, 3], [8], [], [], [], [9, 1], [2, 8], [], [0, 4]]","[-2, 2, -4, -3, 0, 3, None, 3, 2, 3]",102,108,"{1, 5, 6}",4,5.0,2.0,best_min,wdf61453,8.345692873253865,6.569481420414296,8.501876487304344,5,5,0,1,1,2
103,"[[2, 8], [3], [4, 9], [], [], [], [], [1, 3], [5, 6], []]","[None, -1, -2, 3, -3, -2, -1, -4, -2, -4]",104,110,"{0, 8, 6}",2,1.0,1.0,best_second,wdf61453,8.54752839121231,7.436617265234227,8.83200393125627,-3,-3,0,1,1,2
105,"[[5, 9], [6, 3], [7, 8], [], [1, 2], [9], [], [], [], []]","[-2, 3, -4, -1, None, 3, -2, 4, -3, -2]",106,112,"{1, 4, 6}",4,4.0,7.0,best_second,wdf61453,8.51057131510735,6.450470422144177,8.630343289348893,2,1,1,0,1,2
107,"[[], [], [4, 5], [], [3, 9], [8, 0], [7, 1], [1], [], []]","[2, -2, None, 3, -4, -2, 3, -3, 4, -4]",108,114,"{8, 2, 5}",5,4.0,7.0,best_second,wdf61453,8.334951631422452,7.104144092987528,8.591001118560957,2,2,0,1,1,2
109,"[[7, 2], [], [], [], [5, 9], [9], [8, 0], [], [3, 1], []]","[-4, 2, -2, -3, 2, 2, None, 3, 4, 1]",110,116,"{8, 1, 6}",8,2.0,5.0,best_second,wdf61453,8.369852603517527,6.734591659972948,8.54772239645106,6,6,0,1,1,2
111,"[[], [2], [], [], [], [9, 3], [5, 8], [1, 2], [4, 0], []]","[-3, -2, 3, 3, 0, 4, None, 1, -2, -3]",112,118,"{9, 5, 6}",9,1.0,3.0,best_second,wdf61453,7.656810091480378,6.208590026096629,7.8674885686991285,7,1,6,0,1,2
113,"[[], [], [8, 0], [1], [], [], [5, 4], [6, 2], [], [3, 1]]","[4, 1, 2, 1, -1, -4, -4, None, -1, 2]",114,120,"{0, 2, 7}",10,2.0,3.0,best_second,wdf61453,7.530479995245536,7.7886260656250315,8.360773272144936,6,6,0,1,1,2
115,"[[9], [0, 9], [], [6, 2], [], [4, 7], [], [], [3, 5], []]","[2, -4, 4, 4, -2, -1, -4, 4, None, 1]",116,122,"{8, 2, 3}",8,0.0,6.0,best_third,wdf61453,8.153637486385284,6.785587645007929,8.38022733634308,8,8,0,1,1,2
117,"[[1, 8], [], [], [2], [], [0, 7], [], [6, 4], [], [3, 2]]","[3, 1, -2, -3, -3, None, 3, 2, 0, 0]",118,124,"{0, 1, 5}",3,3.0,6.0,best_min,wdf61453,6.813444599510896,6.902742737158593,7.55171221535131,5,4,1,0,0,2
119,"[[8, 5], [], [3, 6], [6], [1, 7], [], [], [], [], [0, 4]]","[3, 0, 4, -2, -2, 3, 4, 4, 0, None]",120,126,"{0, 9, 5}",5,0.0,4.0,best_second,wdf61453,7.295735072749282,7.067319848653476,7.8808043446749005,6,6,0,1,1,2
121,"[[6, 3], [7, 8], [9, 4], [], [], [0, 2], [], [8], [], []]","[3, -2, -4, -4, -2, None, 3, 3, -1, -4]",122,128,"{0, 5, 6}",11,7.0,2.0,best_second,wdf61453,7.3632795869630385,6.07993319509559,7.607381425639791,6,6,0,1,1,2
123,"[[], [], [], [2, 0], [], [1], [4, 9], [6, 3], [5, 1], []]","[1, 1, -2, -4, -2, 0, 3, None, 2, -3]",124,130,"{4, 6, 7}",4,6.0,3.0,best_second,wdf61453,6.884486652042782,7.837159650001675,8.163086375583216,1,1,0,1,1,2
125,"[[1], [], [], [], [], [], [5, 4], [6, 9], [0, 1], [2, 3]]","[-1, -1, 1, -1, -4, -2, 3, None, -4, 4]",126,132,"{5, 6, 7}",4,7.0,2.0,best_second,wdf61453,6.968850378341948,7.3271232922592935,7.8567067930958405,5,1,4,0,0,2
127,"[[3], [9, 2], [], [], [5, 6], [], [], [0, 3], [4, 1], []]","[0, -3, 3, 3, 1, -4, -3, 2, None, -4]",128,134,"{8, 4, 6}",4,4.0,7.0,best_min,wdf61453,7.80016307039296,7.735870319952566,8.461469042643877,0,-2,2,0,0,2
129,"[[], [4, 0], [], [], [], [7, 1], [8, 2], [3, 9], [2], []]","[4, 0, -3, 1, -4, None, -2, -3, -2, -3]",130,136,"{0, 1, 5}",8,4.0,4.0,best_third,wdf61453,7.297768282531379,7.462214939768189,8.076204527239026,4,4,0,1,1,2
131,"[[], [4, 5], [], [9, 0], [5], [], [8, 2], [3, 6], [], []]","[-1, 1, -1, 2, -1, 1, -4, None, -4, 4]",132,138,"{9, 3, 7}",10,3.0,3.0,best_second,wdf61453,7.803843303538773,6.79346613258001,8.114025442356757,6,6,0,1,1,2
133,"[[5], [], [], [], [0, 5], [], [2, 9], [1, 3], [6, 7], []]","[-1, -4, 4, -1, -1, -2, 4, -3, None, -2]",134,140,"{8, 2, 6}",11,6.0,3.0,best_second,wdf61453,6.984716320118266,6.29156913955832,7.3895639536776345,8,8,0,1,1,2
135,"[[4, 6], [8], [0, 9], [1, 8], [], [], [], [], [], [7, 5]]","[-3, -2, None, 0, 0, 1, 3, 0, 2, -2]",136,142,"{9, 2, 7}",2,3.0,3.0,best_min,wdf61453,8.233503140233994,7.324489979348533,8.571870752706934,0,-2,2,0,0,2
137,"[[], [0, 7], [5], [2, 5], [1, 8], [], [], [], [6, 9], []]","[3, 2, -1, 1, None, 0, -3, 0, -2, -1]",138,144,"{0, 1, 4}",7,2.0,2.0,best_second,wdf61453,7.303170051236799,6.816735880594968,7.781973234434385,5,5,0,1,1,2
139,"[[2, 5], [], [7, 6], [8], [], [1, 4], [], [], [], [3, 8]]","[None, 1, -4, 0, 4, 4, -2, -1, 2, -1]",140,146,"{0, 1, 5}",10,0.0,1.0,best_second,wdf61453,7.461065514354282,7.20414929203594,8.03365842788615,8,5,3,0,1,2
141,"[[8, 7], [], [], [9], [3, 9], [], [], [2, 1], [5, 6], []]","[None, 4, -4, 4, -2, 2, -1, 0, 0, 1]",142,148,"{0, 2, 7}",5,4.0,3.0,best_min,wdf61453,8.18423477409482,7.545389749611823,8.607947554684703,4,-4,8,0,1,2
143,"[[], [4, 0], [], [], [], [7, 1], [8, 2], [9, 3], [2], []]","[0, -3, -1, -3, 1, None, -1, 2, 2, -1]",144,150,"{9, 5, 7}",3,5.0,1.0,best_second,wdf61453,7.576097340623111,6.843749949006225,7.968319500012718,1,1,0,1,1,2
145,"[[2], [6, 9], [], [], [7, 1], [], [], [5, 3], [0, 2], []]","[-3, -1, -1, -4, None, 1, -3, -4, 2, 1]",146,152,"{1, 4, 6}",5,2.0,5.0,best_third,wdf61453,7.377133712833954,6.919683849847411,7.867105500316739,0,-4,4,0,1,2
147,"[[], [9], [4, 8], [1, 9], [], [2, 6], [0, 7], [], [], []]","[0, 0, 4, 4, 3, None, -2, -2, -4, -1]",148,154,"{2, 4, 5}",9,8.0,2.0,best_second,wdf61453,7.117205503164344,7.840312983320165,8.235625719964311,7,7,0,1,1,2
149,"[[6, 7], [], [1, 8], [], [3, 5], [], [7], [], [], [4, 2]]","[0, 0, -3, 4, 4, 3, 4, 1, -4, None]",150,156,"{9, 3, 4}",9,1.0,4.0,best_second,wdf61453,7.122059881629142,6.710523109452428,7.629975707027789,8,8,0,1,1,2
151,"[[], [], [1, 0], [], [5, 6], [6], [], [9, 2], [], [3, 8]]","[-3, 2, -3, -2, 4, -2, 0, None, 0, -2]",152,158,"{8, 9, 7}",3,2.0,5.0,best_min,wdf61453,8.132412674500905,6.785587645007929,8.363342466597977,-1,-2,1,0,0,2
153,"[[], [], [], [], [7], [0, 2], [3, 1], [], [4, 7], [6, 5]]","[-4, -1, -3, -2, 0, -2, 1, -2, -2, None]",154,160,"{9, 6, 1}",4,2.0,1.0,best_second,wdf61453,7.556950572012899,7.56734567601324,8.255048902752295,0,0,0,1,1,2
155,"[[6, 5], [], [3, 1], [1], [], [7, 8], [9, 4], [], [], []]","[None, 1, -4, 1, 2, 0, 0, 1, -1, 0]",156,162,"{0, 4, 6}",2,2.0,2.0,best_third,wdf61453,7.13966033596492,7.133295954896068,7.829232537543593,2,2,0,1,1,2
157,"[[], [], [0, 8], [9, 4], [], [1], [3, 2], [5, 1], [], []]","[3, -1, 2, -4, 0, -2, None, 0, -2, 2]",158,164,"{0, 2, 6}",7,4.0,2.0,best_second,wdf61453,7.53422832627409,6.55250788703459,7.852050207265889,5,5,0,1,1,2
159,"[[5, 1], [], [6, 9], [8, 7], [2, 3], [1], [], [], [], []]","[-2, 1, -4, 2, None, 1, -4, -2, 3, -3]",160,166,"{8, 3, 4}",10,4.0,1.0,best_second,wdf61453,7.575071699507561,6.424869023905387,7.84971375760487,5,5,0,1,1,2
161,"[[], [5, 2], [7, 3], [], [9, 8], [6, 0], [], [], [], [8]]","[-1, None, 2, 4, -2, -4, -3, -2, 4, 2]",162,168,"{1, 2, 7}",10,2.0,2.0,best_second,wdf61453,8.064636475774222,6.269096283706261,8.217978203150732,6,0,6,0,1,2
163,"[[], [6, 8], [5], [7, 0], [3, 1], [], [], [], [], [2, 5]]","[2, -3, 4, 3, None, -2, -3, -4, -2, -1]",164,170,"{0, 3, 4}",9,1.0,1.0,best_second,wdf61453,7.270312886079025,6.8638033914529535,7.780303087908373,5,5,0,1,1,2
165,"[[1, 4], [4], [], [5, 7], [], [8, 9], [], [6, 2], [], []]","[0, -4, 4, None, 0, 4, -1, 3, 0, -1]",166,172,"{8, 3, 5}",4,5.0,5.0,best_min,wdf61453,8.301769763117166,8.294049640102028,8.990939806940807,7,4,3,0,0,2
167,"[[], [5, 0], [], [6], [2, 8], [], [], [3, 6], [], [1, 4]]","[3, 4, 0, 4, -2, -3, -1, -2, -3, None]",168,174,"{0, 9, 1}",9,1.0,3.0,best_second,wdf61453,7.035268599281097,6.785587645007929,7.610852790395251,7,7,0,1,1,2
169,"[[], [7, 5], [8, 4], [6, 1], [], [], [9, 0], [], [4], []]","[0, 3, -4, None, -4, -3, -4, 4, -1, -4]",170,176,"{1, 3, 7}",11,6.0,4.0,best_second,wdf61453,7.273092595999523,6.5638555265321274,7.67275789664251,7,7,0,1,1,2
171,"[[5, 3], [], [7], [], [1, 9], [], [2, 7], [], [4, 0], []]","[4, -2, 4, 3, -3, 1, -4, 4, None, -3]",172,178,"{8, 0, 5}",9,1.0,1.0,best_second,wdf61453,7.377133712833954,7.415776975415394,8.089482474360754,7,5,2,0,1,2
173,"[[], [], [], [], [6, 9], [7, 8], [9], [0, 2], [1, 3], []]","[-3, 3, -1, -2, -1, None, 1, -3, 3, -4]",174,180,"{8, 1, 5}",9,5.0,2.0,best_second,wdf61453,7.214504414151143,6.828712071641685,7.73280753042202,6,6,0,1,1,2
175,"[[], [3, 4], [], [8, 5], [6, 0], [], [], [2], [], [7, 2]]","[3, None, 3, 3, 3, 0, -1, 0, 1, -4]",176,182,"{0, 1, 4}",3,0.0,1.0,best_min,wdf61453,8.199738960630787,7.2254814727822945,8.519789817263502,6,6,0,1,1,2
177,"[[], [], [3, 4], [7, 0], [5, 9], [], [1], [], [6, 1], []]","[1, 2, None, 4, 3, 0, -3, 0, -2, 3]",178,184,"{9, 2, 4}",2,0.0,1.0,best_min,wdf61453,8.04044688130311,7.650168700845001,8.557182839632397,6,6,0,1,1,2
179,"[[6, 5], [], [9, 1], [], [8, 3], [], [5], [2, 4], [], []]","[-2, 4, -3, -3, -4, 3, -1, None, 2, 0]",180,186,"{1, 2, 7}",5,7.0,5.0,best_third,wdf61453,7.949091499830517,7.247080584585757,8.351374706721296,1,1,0,1,1,2
181,"[[], [], [], [], [8, 7], [2], [], [3, 1], [6, 0], [5, 2]]","[-3, 0, -1, -2, None, 2, 2, 0, 2, -3]",182,188,"{8, 4, 6}",5,5.0,2.0,best_third,wdf61453,8.183118079394745,6.343880434126331,8.330381569349417,4,4,0,1,1,2
183,"[[], [], [7, 9], [1, 0], [], [], [4, 5], [9], [3, 6], []]","[-4, 2, 0, 3, 1, 3, -3, 3, None, 1]",184,190,"{8, 1, 3}",6,7.0,2.0,best_third,wdf61453,8.548691858475609,7.113956109566035,8.762176509334903,5,5,0,1,1,2
185,"[[7, 8], [9, 5], [], [2, 6], [3, 1], [], [], [8], [], []]","[-3, 3, -3, -2, None, 4, -4, -1, 4, 2]",186,192,"{1, 4, 9}",9,1.0,1.0,best_second,wdf61453,7.412764017426563,7.126890808898808,7.972810784121404,7,5,2,0,1,2
187,"[[], [], [6, 1], [], [9, 3], [0, 7], [], [], [2, 5], [3]]","[2, -1, -3, 1, 2, 4, -3, -3, None, 4]",188,194,"{8, 0, 5}",9,7.0,2.0,best_second,wdf61453,7.701652362642225,6.467698726104353,7.956827122090111,6,6,0,1,1,2
189,"[[7, 1], [], [], [9], [3, 9], [6, 2], [], [], [5, 0], []]","[1, -2, 4, 4, -1, 1, -3, -4, None, -4]",190,196,"{8, 2, 5}",7,3.0,2.0,best_third,wdf61453,8.241703159729818,6.974478911025045,8.489616423646003,5,5,0,1,1,2
191,"[[], [], [], [], [1, 5], [], [3, 2], [6, 4], [9, 0], [0]]","[1, 0, 1, -1, -2, -2, -4, None, 4, -3]",192,198,"{1, 4, 7}",2,0.0,2.0,best_third,wdf61453,7.177782416195197,6.889591308354466,7.736743682453495,-2,-2,0,1,1,2
