,graph,reward,trialNumber,trial_index,visited_nodes,difficulty,difficulty_2,unchoosen_diff,type,wid,RT_first_visit,RT_second_visit,RT,max_reward,current_reward,loss,accuracy,accuracy_1,df
9118,"[[3, 9], [], [], [], [5, 2], [], [8, 1], [0, 4], [1], []]","[3, -1, -3, 4, -4, 2, -3, None, 1, -3]",169,126,"{0, 3, 7}",10,6.0,5.0,best_second,w397496b,7.195187320178708,6.00388706710654,7.459914766241105,7,7,0,1,1,2
9121,"[[4, 3], [8, 9], [5, 7], [], [], [], [0, 2], [], [9], []]","[4, 1, -3, 3, -3, 1, None, -2, 1, 0]",287,129,"{0, 3, 6}",9,1.0,3.0,best_second,w397496b,6.99942246750796,7.099201743553092,7.743269700829004,7,7,0,1,1,2
9122,"[[], [6, 2], [8, 5], [], [9, 3], [], [7, 0], [], [], [3]]","[3, None, -2, -3, -1, -3, 4, -3, 0, 2]",293,130,"{0, 1, 6}",9,1.0,3.0,best_second,w397496b,6.984716320118266,6.98933526597456,7.679713639966372,7,7,0,1,1,2
9123,"[[7, 6], [], [1, 5], [], [9, 2], [], [], [6], [], [8, 3]]","[1, -1, -2, 0, None, -2, 2, 3, -1, -1]",189,131,"{9, 3, 4}",2,1.0,1.0,best_second,w397496b,8.110427237575026,7.819636302367591,8.668539943910762,-1,-1,0,1,1,2
9125,"[[], [2, 9], [], [6, 0], [], [4, 7], [0], [], [1, 5], []]","[1, 4, -2, -2, 1, -4, -4, -4, None, 4]",67,133,"{8, 1, 9}",11,0.0,5.0,best_second,w397496b,7.5688956634069955,7.289610521451168,8.131824785007195,8,8,0,1,1,2
9126,"[[5], [], [7, 3], [8, 6], [], [], [], [4, 1], [], [0, 5]]","[-4, -3, None, -2, 3, 1, -1, 4, -2, 0]",281,134,"{2, 4, 7}",9,7.0,1.0,best_second,w397496b,7.784473235736469,7.2115567333138015,8.23137604557397,7,7,0,1,1,2
9129,"[[], [9], [], [1, 9], [0, 5], [], [7, 2], [], [6, 4], []]","[-3, 3, 2, 1, 1, 0, 1, 3, None, 0]",150,137,"{8, 4, 5}",3,1.0,1.0,best_second,w397496b,7.856319571406588,7.891704659330107,8.567125560164447,4,1,3,0,0,2
9130,"[[5], [], [7, 9], [8, 2], [0, 5], [], [], [], [6, 1], []]","[-3, -1, -3, None, -4, 2, 4, -4, 2, -3]",259,138,"{8, 3, 6}",10,3.0,1.0,best_second,w397496b,7.8252452914317745,6.637258031284457,8.09101504171053,6,6,0,1,1,2
9131,"[[], [8, 2], [], [9, 4], [], [], [5, 0], [1, 6], [], [4]]","[-2, -1, 0, 2, 2, -3, -2, None, 2, 0]",100,139,"{8, 1, 7}",4,1.0,1.0,best_second,w397496b,8.408716715080153,7.053585727193677,8.63799389156194,1,1,0,1,1,2
9137,"[[8, 5], [6], [], [1, 6], [], [7, 9], [], [], [2, 4], []]","[None, -1, -2, -4, 0, 2, -1, 3, 3, -3]",129,145,"{0, 8, 4}",4,3.0,6.0,best_min,w397496b,7.88570539124302,7.822845290279774,8.54772239645106,5,3,2,0,0,2
9138,"[[], [], [], [], [9, 2], [7, 3], [4, 8], [3], [0, 1], []]","[-3, -2, 0, 4, -1, -1, None, 4, -2, 2]",250,146,"{9, 4, 6}",4,1.0,1.0,best_second,w397496b,7.8628820346414905,7.945909598613133,8.598220030058611,1,1,0,1,1,2
9139,"[[], [], [9, 3], [0, 8], [6, 5], [], [5], [], [], [7, 1]]","[-4, 0, None, 4, 2, -1, 1, 2, -3, 2]",221,147,"{0, 2, 3}",3,7.0,2.0,best_second,w397496b,7.513709247839705,7.72356247227797,8.317033476492403,4,0,4,0,0,2
9140,"[[], [4, 3], [], [], [], [2], [5, 2], [0, 8], [], [7, 1]]","[-1, 2, -1, 2, -2, 2, 2, -2, -4, None]",121,148,"{9, 3, 1}",7,0.0,3.0,best_second,w397496b,7.820037989458753,7.586803535162581,8.403128235128264,4,4,0,1,1,2
9145,"[[], [7, 6], [], [0, 2], [], [8, 3], [], [6], [9, 4], []]","[4, -4, -4, 1, 0, None, 2, 2, -4, -1]",35,153,"{0, 3, 5}",9,5.0,1.0,best_second,w397496b,7.742402021815782,6.848005274576362,8.08487062913819,5,5,0,1,1,2
9147,"[[7], [], [], [], [], [8, 6], [4, 3], [], [1, 2], [0, 7]]","[-4, -1, 4, -1, -2, None, -3, 0, 4, 0]",15,155,"{8, 2, 5}",10,0.0,1.0,best_second,w397496b,7.520776415062797,7.350516171833998,8.132118772955806,8,8,0,1,1,2
9148,"[[3, 4], [], [9, 5], [4], [], [], [7, 2], [1, 8], [], []]","[0, -1, -1, 2, -1, -2, None, 0, 3, -1]",179,156,"{8, 6, 7}",5,3.0,1.0,best_second,w397496b,8.662331957082477,7.3098814858247865,8.892199092039695,3,3,0,1,1,2
9149,"[[], [5, 2], [], [], [], [], [7, 1], [4, 3], [0], [8, 0]]","[1, 4, -2, 2, 3, 1, None, 1, 2, 2]",61,157,"{1, 5, 6}",2,6.0,1.0,best_min,w397496b,7.443078374348516,7.859026979751538,8.3654396361887,5,5,0,1,1,2
9152,"[[9, 1], [2, 4], [], [7, 6], [], [], [], [6], [], [5, 8]]","[None, 4, -1, 4, 4, 2, 3, -2, 1, -3]",219,160,"{0, 1, 4}",8,0.0,1.0,best_second,w397496b,7.433075348898581,7.365180126021012,8.092545263891298,8,8,0,1,1,2
9154,"[[6, 2], [], [], [], [3], [1, 8], [], [4, 3], [], [0, 5]]","[4, 3, -4, -3, -1, -4, 4, -3, -1, None]",47,162,"{0, 9, 6}",10,8.0,4.0,best_second,w397496b,7.341483852363161,6.1882641230825906,7.615298339825815,8,8,0,1,1,2
9156,"[[5, 9], [], [], [], [], [2, 4], [8, 1], [], [1], [7, 3]]","[None, -1, -3, 4, -4, -3, 4, -4, -4, 2]",19,164,"{0, 9, 3}",11,2.0,1.0,best_second,w397496b,7.829630389150193,7.8961806086154915,8.556413904569519,6,6,0,1,1,2
9160,"[[8, 2], [], [], [4, 5], [], [], [3, 9], [], [2], [7, 1]]","[-3, 2, -4, 1, 4, 3, None, -1, 4, -1]",109,168,"{3, 4, 6}",4,2.0,3.0,best_second,w397496b,7.563200592358071,7.619233416226806,8.284504227258495,5,5,0,1,1,2
9163,"[[7], [], [0, 7], [5, 4], [6, 8], [9, 1], [], [], [], []]","[-3, 2, -4, None, 4, -1, -2, 3, 0, -2]",279,171,"{8, 3, 4}",4,4.0,4.0,best_second,w397496b,7.783224016336037,7.890208213109961,8.531096096585228,4,4,0,1,1,2
9164,"[[], [6, 7], [], [], [8], [4, 8], [2, 3], [0, 9], [], []]","[-2, None, -4, 1, 0, -2, -4, 4, -3, 4]",207,172,"{1, 9, 7}",11,0.0,5.0,best_second,w397496b,7.382746449738912,7.614805364711074,8.19836438996762,8,8,0,1,1,2
9165,"[[2, 4], [], [4], [8, 5], [], [6, 9], [], [], [1, 7], []]","[-2, 0, 3, None, -1, -3, 3, 2, -3, -2]",231,173,"{3, 5, 6}",3,1.0,2.0,best_min,w397496b,8.704668113450987,6.375024819828097,8.79739737401206,0,0,0,1,1,2
9172,"[[], [8, 0], [7, 4], [], [], [], [1, 9], [4], [], [3, 5]]","[4, 2, -3, 1, 3, 2, None, -1, -4, 1]",7,180,"{8, 1, 6}",5,2.0,1.0,best_min,w397496b,8.078998258685155,6.242223265455165,8.226573474977114,6,-2,8,0,1,2
9173,"[[8, 9], [], [], [], [2, 3], [6, 1], [1], [0, 4], [], []]","[3, -4, 0, -3, -4, -4, 1, None, 3, -4]",9,181,"{0, 8, 7}",10,7.0,3.0,best_second,w397496b,7.618251097876696,6.915723448631314,8.020270472819238,6,6,0,1,1,2
9174,"[[], [2, 5], [7, 0], [], [3], [9, 6], [], [], [4, 3], []]","[1, None, 0, -2, 2, -2, -4, 2, -1, -2]",5,182,"{1, 2, 7}",5,1.0,2.0,best_second,w397496b,8.17131687471973,6.270988431858299,8.310414994188292,2,2,0,1,1,2
9175,"[[], [7, 6], [8], [], [], [2, 8], [0, 9], [3, 4], [], []]","[2, None, 1, -2, -4, -3, 4, 2, -3, -2]",139,183,"{0, 1, 6}",6,6.0,2.0,best_second,w397496b,7.350516171833998,7.028201432058004,7.895063498091572,6,6,0,1,1,2
9176,"[[], [5], [7, 4], [8, 2], [], [], [1, 5], [], [0, 9], []]","[0, -1, 1, None, 0, 2, 1, 2, 2, 4]",237,184,"{8, 9, 3}",4,2.0,2.0,best_third,w397496b,8.454040376410969,7.415175109613295,8.75683981482946,6,6,0,1,1,2
9177,"[[], [], [6, 8], [], [0, 1], [7, 3], [], [3], [], [4, 2]]","[4, 2, 0, 3, -3, 4, -2, 4, 0, None]",3,185,"{8, 9, 2}",2,0.0,2.0,best_third,w397496b,7.56164174558878,7.792761720816526,8.376781037699491,1,0,1,0,0,2
9180,"[[], [8, 7], [0], [], [], [9, 1], [2, 0], [], [], [3, 4]]","[-4, 4, -1, -4, -2, None, 4, 1, 2, -1]",203,188,"{8, 1, 5}",7,3.0,2.0,best_second,w397496b,7.667158255319148,7.804659297056102,8.431199478249262,6,6,0,1,1,2
9183,"[[9, 3], [], [], [8, 7], [], [2], [5, 2], [], [], [1, 4]]","[None, 2, -2, -2, 3, 4, 0, -2, 4, 3]",53,191,"{0, 9, 4}",5,0.0,6.0,best_second,w397496b,7.293017679772782,7.340835554123275,8.010027528481734,6,6,0,1,1,2
9187,"[[], [4, 6], [], [5, 1], [], [2, 0], [], [8, 9], [9], []]","[-1, -3, 1, None, -2, 4, -1, 2, 1, 0]",45,195,"{2, 3, 5}",7,5.0,1.0,best_second,w397496b,7.286191714702382,8.118802996980035,8.479698986988657,5,5,0,1,1,2
9188,"[[], [], [], [0], [6, 8], [3, 0], [9, 2], [], [1, 7], []]","[-2, 0, 3, -1, None, 0, -1, -2, -4, -4]",197,196,"{2, 4, 6}",7,4.0,2.0,best_third,w397496b,8.162516250140179,7.4673710669175595,8.567125560164447,2,2,0,1,1,2
9189,"[[], [4], [6, 3], [], [], [9, 2], [], [], [1, 4], [7, 0]]","[-3, 3, -4, 3, -2, None, -1, 2, -1, 3]",17,197,"{9, 5, 7}",7,6.0,4.0,best_second,w397496b,7.113956109566035,7.409741954080924,7.965545573129992,5,5,0,1,1,2
9190,"[[], [], [1], [6, 5], [0, 8], [], [], [2, 1], [], [4, 3]]","[3, -3, -2, -1, 4, -2, -1, 1, -2, None]",277,198,"{0, 9, 4}",8,6.0,1.0,best_second,w397496b,7.183870715062453,7.798112628829788,8.23031079913502,7,7,0,1,1,2
9191,"[[], [], [9, 3], [0, 8], [], [], [1], [6, 1], [], [5, 4]]","[-4, -1, None, 0, -2, 2, -2, -3, -3, 3]",267,199,"{9, 2, 5}",7,5.0,1.0,best_second,w397496b,7.381501894506707,6.480044561926653,7.721791776817535,5,5,0,1,1,2
9193,"[[], [9, 6], [1, 4], [], [3, 0], [8, 7], [], [], [7], []]","[-3, 3, None, -1, 0, 0, -2, -4, -4, 4]",29,201,"{1, 2, 9}",8,5.0,2.0,best_second,w397496b,7.092573715974679,6.759255270663693,7.6324011266014535,7,7,0,1,1,2
9194,"[[], [], [8, 1], [6], [2, 9], [3, 6], [], [], [], [0, 7]]","[-3, -4, -1, 2, None, 0, 1, 2, -3, 0]",153,202,"{9, 4, 7}",6,2.0,1.0,best_second,w397496b,7.96693349840484,7.6787889981991535,8.526152932787708,2,2,0,1,1,2
9196,"[[], [], [], [7, 1], [2, 0], [8], [5, 8], [], [], [3, 4]]","[2, -1, 1, -1, -2, 4, 4, 4, -2, None]",200,204,"{9, 3, 7}",4,0.0,1.0,best_min,w397496b,8.220672170297252,7.068172000388042,8.494947582468917,3,3,0,1,1,2
9198,"[[7, 5], [], [9, 1], [8, 2], [], [], [], [5], [4, 6], []]","[-3, 2, 2, None, 2, -3, -2, 0, 1, -1]",269,206,"{1, 2, 3}",3,0.0,4.0,best_third,w397496b,7.510977752014095,7.531552381407289,8.214194414852562,4,4,0,1,1,2
9199,"[[], [2, 0], [0], [], [], [3, 8], [4, 7], [], [], [5, 6]]","[-3, -4, -1, 2, 0, -3, 4, 3, 3, None]",137,207,"{9, 6, 7}",6,1.0,1.0,best_second,w397496b,7.4489161025442,7.9672801789422,8.434246270595311,7,7,0,1,1,2
9203,"[[2, 8], [9, 6], [7, 4], [], [], [], [], [], [5, 3], [6]]","[None, -1, -4, -2, 0, 1, -4, -3, 4, 2]",85,211,"{0, 8, 5}",8,6.0,3.0,best_second,w397496b,7.942717540573791,8.148445666243237,8.743850562030243,5,5,0,1,1,2
9205,"[[], [3, 4], [7, 9], [4], [], [], [], [5, 6], [], [0, 8]]","[0, 3, None, 2, 0, -2, -3, 4, 3, 0]",1,213,"{8, 9, 2}",2,3.0,1.0,best_min,w397496b,8.141189793457691,7.954372272531867,8.745125259462244,3,3,0,1,1,2
9206,"[[8, 7], [], [], [], [3, 1], [], [4, 9], [], [7], [5, 2]]","[2, 2, -4, 4, -3, 1, None, 2, -1, 4]",223,214,"{9, 5, 6}",5,8.0,2.0,best_third,w397496b,7.625595072132454,8.120886021092838,8.596558746796978,5,5,0,1,1,2
9207,"[[], [5, 4], [], [], [0, 8], [6, 3], [], [2], [], [7, 2]]","[-1, None, 0, 2, -2, 4, -3, -1, 4, -1]",241,215,"{1, 3, 5}",6,2.0,5.0,best_third,w397496b,7.549082710812286,7.297091005160418,8.123854263105914,6,6,0,1,1,2
9208,"[[], [], [9, 3], [8, 7], [6, 5], [], [5], [], [], [1, 0]]","[-2, 4, None, -3, -2, -4, -4, 3, 1, 1]",149,216,"{9, 2, 1}",6,3.0,2.0,best_third,w397496b,7.792761720816526,7.385230923066573,8.302513718514156,5,5,0,1,1,2
9210,"[[], [4, 0], [7, 3], [], [0], [6, 8], [], [], [], [2, 5]]","[3, -2, -3, -1, -3, -4, -2, -4, -1, None]",89,218,"{9, 2, 7}",2,2.0,1.0,best_min,w397496b,8.640472207576408,6.513230110912307,8.752897524775305,-4,-7,3,0,1,2
9212,"[[], [5, 7], [0], [2, 0], [], [8, 4], [], [9, 6], [], []]","[2, None, 4, -1, 1, -1, 0, -3, -3, -2]",289,220,"{1, 4, 5}",4,2.0,2.0,best_third,w397496b,8.445911989411274,7.3277805384216315,8.7285879956959,0,0,0,1,1,2
9215,"[[], [2, 6], [9, 3], [], [0], [], [8, 5], [4, 0], [], []]","[-3, None, 2, 3, 3, 3, -4, 0, -4, 1]",49,223,"{1, 2, 9}",7,1.0,7.0,best_second,w397496b,7.340186835320116,6.845879875264049,7.8160138391590275,5,3,2,0,1,2
9216,"[[1, 2], [9, 3], [7, 5], [], [6], [], [], [], [4, 6], []]","[None, 2, 3, -3, 0, -3, -3, -2, -2, -4]",251,224,"{0, 1, 3}",2,5.0,1.0,best_second,w397496b,7.07834157955767,7.940939762327792,8.292798858200374,1,-1,2,0,0,2
9219,"[[6, 3], [], [], [], [], [0, 9], [], [1], [7, 1], [2, 4]]","[-1, -3, 2, 4, 3, None, -1, -2, 3, 3]",57,227,"{9, 2, 5}",4,0.0,5.0,best_second,w397496b,7.555905093611346,7.366445148327599,8.158516244806831,6,5,1,0,1,2
9221,"[[], [2, 0], [], [], [7, 1], [], [8, 3], [5, 9], [3], []]","[-3, 4, 2, -1, None, -3, -2, -1, -2, 1]",21,229,"{1, 2, 4}",7,7.0,4.0,best_second,w397496b,7.485491608030754,7.160069207596127,8.028781162487146,6,6,0,1,1,2
9222,"[[], [4], [], [9, 8], [], [], [], [1, 4], [2, 0], [5, 6]]","[2, 2, -1, None, -3, 1, -4, 2, 4, -3]",159,230,"{8, 2, 3}",8,2.0,5.0,best_second,w397496b,7.463936604468925,7.2875606403097235,8.072467369354772,6,3,3,0,1,2
9223,"[[], [8, 9], [], [7], [], [], [3, 7], [], [5, 4], [0, 2]]","[4, None, -4, -2, -2, 1, 2, 2, -4, 4]",213,231,"{0, 1, 9}",11,8.0,3.0,best_second,w397496b,7.553810852008231,6.917705609835306,7.978310969867722,8,8,0,1,1,2
9226,"[[], [2, 5], [], [0, 4], [], [], [3, 1], [], [7], [8, 7]]","[3, -3, 0, 2, 1, -3, None, 1, 2, -3]",145,234,"{0, 3, 6}",7,1.0,3.0,best_second,w397496b,7.38770923908104,6.4216222678065185,7.709756864454164,5,5,0,1,1,2
9228,"[[1, 9], [], [7, 4], [0, 8], [], [], [], [4], [5, 6], []]","[1, 4, -2, None, 0, 4, 2, 4, 0, 2]",181,236,"{0, 1, 3}",2,1.0,2.0,best_third,w397496b,8.295049140435111,6.710523109452428,8.481358738407021,5,5,0,1,1,2
9231,"[[6, 8], [0, 2], [5, 7], [4], [], [], [], [], [], [3, 4]]","[-4, None, -1, 1, -4, -4, 2, -3, 1, 1]",161,239,"{0, 1, 6}",2,5.0,1.0,best_second,w397496b,8.450839690866216,6.120297418950951,8.543445562560303,-2,-2,0,1,1,2
9232,"[[8, 9], [], [4], [5, 0], [], [7, 1], [2, 4], [], [], []]","[-3, -3, -3, None, 0, 3, 3, -1, 4, -4]",87,240,"{3, 5, 7}",4,6.0,8.0,best_third,w397496b,7.316548177182977,7.959625305098116,8.381831553485561,2,2,0,1,1,2
9233,"[[], [3, 6], [], [9, 8], [], [2], [0, 4], [5, 2], [], []]","[-4, None, 0, 4, 1, -2, -3, 1, 2, -4]",199,241,"{8, 1, 3}",9,2.0,5.0,best_second,w397496b,7.152268856032539,7.228388451573604,7.8838232148921525,6,6,0,1,1,2
9234,"[[], [], [], [1], [], [3, 1], [9, 8], [], [0, 2], [4, 7]]","[1, -1, 2, 0, -3, -3, None, -4, -2, 1]",117,242,"{9, 6, 7}",2,5.0,1.0,best_second,w397496b,8.173011311724972,7.599401333415815,8.61974977974133,0,-3,3,0,0,2
9236,"[[], [], [], [1], [7, 9], [], [3, 1], [2, 0], [], [8, 5]]","[4, 4, -4, 3, None, -3, 0, -2, 0, 0]",23,244,"{8, 9, 4}",5,3.0,8.0,best_min,w397496b,7.221835825288449,6.338594078203183,7.56734567601324,2,0,2,0,0,2
9238,"[[], [0, 3], [8], [], [2, 8], [], [5, 9], [1, 6], [], []]","[-2, -2, 2, 0, -1, -2, 2, None, 0, 2]",195,246,"{9, 6, 7}",6,0.0,2.0,best_second,w397496b,7.609862200913555,7.424165281042028,8.214194414852562,4,4,0,1,1,2
9239,"[[], [], [6, 3], [0, 1], [7, 5], [], [9, 8], [5], [], []]","[-4, 2, None, -4, 2, -4, 4, -1, 4, -3]",247,247,"{8, 2, 6}",11,0.0,6.0,best_second,w397496b,7.261927092702751,7.052721049232323,7.855544677915663,8,8,0,1,1,2
9242,"[[], [0, 2], [], [], [5], [], [4, 5], [3, 9], [7, 1], []]","[3, 1, 2, -3, 4, -2, 2, -3, None, 3]",59,250,"{8, 1, 0}",5,1.0,6.0,best_second,w397496b,7.205635176410364,7.411556287811163,8.006700845440367,4,4,0,1,1,2
9243,"[[5, 3], [], [9, 0], [], [7], [], [], [], [4, 7], [1, 6]]","[-2, 3, None, -2, -2, -3, -1, 2, -4, 4]",79,251,"{9, 2, 1}",9,5.0,1.0,best_second,w397496b,7.1276936993473985,6.295266001439646,7.4882935151594285,7,7,0,1,1,2
9247,"[[1, 8], [], [], [], [7, 3], [], [9, 0], [3], [], [5, 2]]","[-3, 0, -4, 3, -4, -3, None, 0, 4, -4]",167,255,"{0, 8, 6}",7,7.0,1.0,best_second,w397496b,8.641885635373555,7.261225091971921,8.866017398810255,1,1,0,1,1,2
9250,"[[], [], [], [], [], [4, 3], [5, 9], [8, 1], [1], [2, 0]]","[-4, -1, 2, -1, 3, -4, None, 4, 0, 4]",111,258,"{9, 2, 6}",8,8.0,4.0,best_second,w397496b,8.016647877057803,6.71295620067707,8.256607344626158,6,6,0,1,1,2
9252,"[[7, 2], [8, 9], [], [], [5, 3], [], [4, 1], [2], [], []]","[-3, -4, -3, 2, -2, 1, None, 3, -2, -4]",255,260,"{4, 5, 6}",5,4.0,2.0,best_second,w397496b,7.938802248154481,7.21081845347222,8.332548939252638,0,-1,1,0,1,2
9253,"[[9, 3], [7, 2], [], [4, 6], [], [], [], [2], [], [5, 8]]","[None, 1, 0, -4, -3, 4, -1, 2, -3, 0]",107,261,"{0, 9, 5}",9,3.0,2.0,best_second,w397496b,8.376090350438236,6.990256500493881,8.599141774063405,4,4,0,1,1,2
9258,"[[4, 7], [], [9, 1], [], [7], [8, 2], [], [], [3, 6], []]","[2, -2, -3, 0, 0, None, -1, 4, -3, 1]",123,266,"{8, 3, 5}",2,2.0,3.0,best_min,w397496b,8.37539918579835,7.597897950521784,8.753371421000901,-2,-3,1,0,0,2
9260,"[[], [2, 8], [3, 5], [], [], [], [], [4], [6, 0], [7, 4]]","[0, None, 2, -1, 1, -3, 1, -1, -3, -3]",97,268,"{1, 2, 3}",3,5.0,1.0,best_second,w397496b,8.336630087637145,6.452048954437227,8.47782846789396,1,1,0,1,1,2
9261,"[[4, 7], [9], [5, 6], [1, 9], [], [], [], [], [0, 2], []]","[-1, 4, 3, 0, 0, 3, 4, 2, None, -1]",253,269,"{8, 2, 6}",5,1.0,2.0,best_second,w397496b,7.681560362559537,7.584264818389059,8.327000740241713,7,7,0,1,1,2
9264,"[[2], [], [], [], [5, 8], [6, 1], [], [0, 2], [3, 9], []]","[2, 1, -2, -1, None, -1, -3, -4, 2, 3]",205,272,"{8, 9, 4}",6,1.0,4.0,best_second,w397496b,7.394493107219038,7.6953031349635665,8.24905227417129,5,5,0,1,1,2
9265,"[[5], [], [0, 5], [], [], [], [9, 8], [], [4, 1], [7, 3]]","[0, 0, 4, -3, -2, -2, None, 3, 1, 4]",300,273,"{9, 6, 7}",6,7.0,2.0,best_second,w397496b,7.085901464365611,6.313548046277095,7.465082736399547,7,7,0,1,1,2
9266,"[[], [], [], [], [9, 6], [0], [1, 8], [5, 0], [], [3, 2]]","[4, -1, 0, -2, None, 4, 1, 1, -4, -2]",101,274,"{9, 2, 4}",3,2.0,3.0,best_third,w397496b,8.73761303680885,7.275864600546533,8.945984124827898,0,-2,2,0,0,2
9267,"[[], [4, 9], [], [0, 7], [9], [], [3, 8], [], [5, 2], []]","[-2, -3, -1, 2, -4, -3, None, 4, -4, -1]",63,275,"{3, 6, 7}",10,2.0,2.0,best_second,w397496b,7.711548979629145,7.538494999413465,8.321664807135,6,6,0,1,1,2
9269,"[[], [], [6], [], [2, 6], [3, 9], [], [5, 8], [0, 1], []]","[-1, -3, -1, 1, 3, -4, -1, None, 4, 3]",27,277,"{8, 0, 7}",4,7.0,2.0,best_second,w397496b,7.6511201757027,7.606387389772652,8.321907968230423,3,3,0,1,1,2
9270,"[[], [], [9, 5], [1], [3, 1], [7, 0], [], [], [], [8, 6]]","[3, -2, None, 0, -4, -2, 2, -2, 1, -4]",297,278,"{9, 2, 6}",4,6.0,5.0,best_min,w397496b,8.32772616646141,7.243512974665482,8.618846845142738,1,-2,3,0,0,2
9273,"[[8, 3], [], [], [9, 1], [], [], [2], [6, 2], [5, 4], []]","[None, 0, 3, 2, -3, -4, -4, 3, -2, 3]",65,281,"{0, 9, 3}",8,2.0,1.0,best_second,w397496b,7.88532923927319,6.915723448631314,8.206583614320751,5,5,0,1,1,2
9275,"[[], [], [8, 5], [1], [], [4, 7], [], [], [0, 6], [3, 1]]","[4, -2, None, 1, -3, -4, 1, -2, 3, 1]",71,283,"{8, 0, 2}",10,2.0,1.0,best_second,w397496b,7.467942332285852,7.86172707782398,8.377011160816375,7,7,0,1,1,2
9277,"[[6, 9], [8, 5], [], [], [], [2, 3], [9], [], [7, 4], []]","[-3, None, 2, -4, -1, 4, -3, 3, -4, -1]",157,285,"{1, 2, 5}",8,8.0,4.0,best_second,w397496b,8.12415060330663,7.003065458786462,8.406038142050075,6,6,0,1,1,2
9278,"[[4, 8], [], [], [], [], [3], [2, 1], [5, 3], [], [6, 0]]","[-2, 4, -4, 1, -1, -1, 3, -1, 0, None]",165,286,"{9, 6, 1}",9,1.0,1.0,best_second,w397496b,7.102499355774649,7.088408778675395,7.7882115578470765,7,7,0,1,1,2
9280,"[[], [5, 9], [], [6, 4], [8, 7], [9], [0, 2], [], [], []]","[-3, 4, 4, None, 4, -4, -4, 3, -3, -3]",299,288,"{3, 4, 7}",9,1.0,7.0,best_second,w397496b,7.598900456871409,7.6638772587034705,8.32482129876878,7,7,0,1,1,2
9281,"[[4, 6], [], [1], [5, 8], [], [], [], [2, 1], [], [3, 0]]","[-3, 1, 3, -2, -3, -3, -4, -2, -1, None]",229,289,"{8, 9, 3}",3,1.0,1.0,best_second,w397496b,7.856319571406588,7.499423290592229,8.38662882139512,-3,-3,0,1,1,2
9283,"[[], [7], [], [8, 6], [0, 2], [4, 3], [], [], [], [1, 7]]","[4, 3, -2, 2, -3, None, 4, 0, -4, -1]",263,291,"{3, 5, 6}",8,2.0,6.0,best_third,w397496b,7.282761179605593,7.64826303090192,8.174984532943087,6,6,0,1,1,2
9284,"[[3, 1], [], [8, 6], [], [0, 2], [7, 9], [], [9], [], []]","[3, -4, -3, -2, None, -3, -2, 1, 0, -4]",103,292,"{0, 3, 4}",4,7.0,2.0,best_second,w397496b,7.1929342212158,7.069874128458572,7.826044013518966,1,1,0,1,1,2
9285,"[[3, 1], [], [0, 6], [], [], [7], [4, 8], [], [], [5, 7]]","[1, -2, None, 4, -2, 3, -1, -3, 2, -1]",171,293,"{0, 2, 3}",6,3.0,4.0,best_third,w397496b,8.137980454452139,6.561030665896572,8.325548307161398,5,5,0,1,1,2
9287,"[[4, 1], [], [6, 5], [9, 2], [1], [], [], [], [], [7, 8]]","[1, 1, 4, None, 4, -1, 2, -1, -3, -4]",143,295,"{2, 3, 6}",9,5.0,2.0,best_second,w397496b,7.744569809354496,6.684611727667927,8.041734711487539,6,6,0,1,1,2
9288,"[[], [6], [0, 9], [], [1, 6], [], [], [2, 8], [5, 3], []]","[-4, 3, -4, 4, 2, -4, 4, None, 1, 0]",69,296,"{9, 2, 7}",10,4.0,8.0,best_second,w397496b,7.377133712833954,7.533693709848633,8.151333337900434,5,-4,9,0,0,2
9291,"[[], [], [4, 7], [9, 1], [5, 6], [], [], [8, 0], [], [1]]","[0, -2, None, 1, -2, 2, -2, 1, 2, -1]",261,299,"{8, 2, 7}",4,1.0,4.0,best_second,w397496b,8.505929999137528,6.3578422665081,8.616133139271142,3,3,0,1,1,2
9297,"[[], [], [], [4, 8], [6, 0], [9, 7], [], [], [1, 2], [7]]","[-4, 4, -1, None, -4, 1, 1, -4, 3, 4]",93,305,"{8, 1, 3}",10,4.0,5.0,best_second,w397496b,7.581209826196346,6.678342114654332,7.9211727215870145,7,7,0,1,1,2
9299,"[[], [], [], [4, 5], [2, 9], [0, 1], [8], [6, 8], [], []]","[0, 2, -1, None, -4, 3, 0, -4, 1, -3]",143,7,"{1, 3, 5}",8,1.0,2.0,best_second,w3c803c1,7.723120092266331,7.763446388727362,8.436416881388949,5,5,0,1,1,2
9300,"[[], [], [3, 6], [8, 5], [7, 1], [], [9, 0], [1], [], []]","[2, -3, None, -3, -4, 1, 3, -4, -1, -3]",43,8,"{0, 2, 6}",7,1.0,2.0,best_second,w3c803c1,7.630946580890459,7.789868559054706,8.406485069431815,5,5,0,1,1,2
9306,"[[8], [], [], [], [2, 3], [], [0, 8], [1, 5], [], [4, 7]]","[-2, 1, 0, -3, -4, 4, -1, 4, -1, None]",131,14,"{9, 1, 7}",10,0.0,3.0,best_second,w3c803c1,7.616775808698373,7.0343879299155025,8.060224240440958,8,5,3,0,1,2
9310,"[[], [5, 4], [9], [], [3, 7], [0, 8], [2, 9], [], [], []]","[-2, None, -2, -4, -1, 1, 2, 3, -1, 0]",161,18,"{8, 1, 5}",4,2.0,7.0,best_min,w3c803c1,8.09101504171053,8.190631680903538,8.835064935031076,2,0,2,0,0,2
