,graph,reward,trialNumber,difficulty,difficulty_2,type,wid,RT_first_visit,RT_second_visit,RT,max_reward,current_reward,loss,accuracy,accuracy_1,df,unchoosen_diff
849,"[[1, 4], [], [], [10, 9], [], [3, 0], [], [8, 2], [2], [], []]","[2, -2, -3, 0, 4, None, -3, 1, -4, -2, -1]",385,7,2.0,best_second,wc96be14,7.80016307039296,7.8709295967551425,8.52912176228151,6,6,0,1,1,2,1.0
850,"[[], [], [], [6, 5], [], [1, 4], [10, 8], [9, 0], [], [0], []]","[1, -2, 0, None, 0, -1, 4, -1, -3, 2, 4]",125,9,7.0,best_second,wc96be14,7.9355873855892,6.070737728002491,8.079308192051963,8,8,0,1,1,2,2.0
853,"[[], [10, 3], [9, 7], [], [], [], [], [0, 6], [], [5, 4], [3]]","[4, -2, None, 2, -4, 4, 0, 1, -4, 4, -3]",275,6,8.0,best_min,wc96be14,7.946617563244473,6.692083742506628,8.197263371414337,8,8,0,1,1,2,4.0
855,"[[], [], [], [], [2, 10], [1, 8], [3], [6, 3], [], [4, 5], []]","[4, -2, -4, -4, 4, -2, -1, 2, 0, None, 0]",25,6,4.0,best_second,wc96be14,8.797548488481558,8.059592328887545,9.188197007290494,4,4,0,1,1,2,2.0
856,"[[3, 6], [7], [5, 10], [], [1, 7], [], [], [], [2, 0], [], []]","[4, 3, -1, -1, 3, -4, 2, -3, None, 2, -3]",131,8,2.0,best_second,wc96be14,7.687080155783135,7.922261058353247,8.504513138258863,6,6,0,1,1,2,1.0
857,"[[6, 10], [], [], [0, 5], [], [4, 1], [], [2], [], [7, 2], []]","[-1, -2, -2, None, 2, 4, -4, -4, 3, 3, 4]",59,6,6.0,best_third,wc96be14,7.934871565945177,7.461065514354282,8.418697944667139,6,6,0,1,1,2,8.0
860,"[[], [7, 4], [], [5, 2], [], [], [], [], [10, 6], [3, 1], [6]]","[4, -2, 4, 4, 0, 0, -4, -3, -3, None, -2]",277,9,0.0,best_second,wc96be14,7.581209826196346,7.262628600974241,8.12740456269308,8,8,0,1,1,2,3.0
862,"[[], [], [8, 9], [], [2, 5], [7, 1], [10, 3], [], [], [], [3]]","[-2, 0, 4, 2, None, -4, 3, -2, 0, 2, -3]",311,8,2.0,best_second,wc96be14,7.337587743538596,7.313886831633462,8.018625465045748,6,6,0,1,1,2,2.0
865,"[[1, 6], [6], [3, 8], [10, 5], [], [], [], [], [7, 4], [], []]","[-2, 2, None, 4, 0, -1, 1, 2, 2, -3, -3]",329,2,2.0,best_third,wc96be14,8.493924564476883,6.821107472256465,8.665785595466065,4,4,0,1,1,2,2.0
868,"[[], [3, 5], [], [5], [2, 9], [], [8, 4], [], [10, 7], [], []]","[3, -2, 3, -4, -1, 3, None, -4, 2, 4, 4]",35,5,6.0,best_min,wc96be14,7.742835955430749,6.898714534329988,8.100161446936607,6,6,0,1,1,2,1.0
869,"[[], [8, 0], [], [], [9, 5], [6, 3], [], [], [0], [2, 7], []]","[2, 1, 4, -1, None, -3, -4, 2, 1, -3, 4]",327,5,5.0,best_second,wc96be14,8.344267356262645,6.51025834052315,8.492285555710053,1,1,0,1,1,2,3.0
871,"[[], [], [], [9, 6], [], [], [7, 4], [], [10, 2], [0, 1], [2]]","[-2, 3, 3, None, 1, -4, -2, 3, -2, 2, 3]",89,5,1.0,best_third,wc96be14,7.988882253309227,7.84109976542212,8.610683534503577,5,5,0,1,1,2,2.0
872,"[[], [7], [10, 3], [], [], [8, 2], [1, 7], [], [9, 4], [], []]","[0, 3, -1, 1, 4, None, -4, 2, 2, -4, 0]",333,7,2.0,best_min,wc96be14,8.170751423757533,6.894670039433481,8.416709652837914,6,6,0,1,1,2,1.0
873,"[[], [], [], [], [], [2, 0], [], [9, 3], [6, 1], [3], [8, 5]]","[0, 2, 3, -4, -4, 2, 1, -2, -1, -2, None]",153,4,2.0,best_second,wc96be14,7.473069088032197,6.576469569048224,7.814803429489359,5,5,0,1,1,2,1.0
876,"[[3, 5], [], [7, 0], [], [10, 9], [], [], [6, 1], [], [], [9]]","[-3, -1, None, 4, -4, -4, -2, -1, 4, 2, -3]",273,5,1.0,best_min,wc96be14,8.944419791305915,6.498282149476434,9.027378610294804,1,1,0,1,1,2,1.0
878,"[[2, 5], [], [], [], [7, 1], [], [0, 4], [], [], [10, 3], [3]]","[2, -3, 4, -2, -3, -1, None, -4, 0, 0, 3]",205,10,3.0,best_second,wc96be14,8.12740456269308,7.821242083523558,8.678971846978863,6,6,0,1,1,2,1.0
881,"[[8, 10], [], [5, 6], [], [1], [], [], [4, 1], [], [2, 0], []]","[1, -1, -3, 2, 1, 2, 3, 4, 0, None, 1]",247,2,0.0,best_second,wc96be14,8.321664807135,7.504942068396171,8.687442166975924,2,2,0,1,1,2,1.0
882,"[[2], [4, 7], [], [], [8, 3], [0, 2], [], [6, 9], [], [], []]","[1, None, 1, 4, 2, 4, -2, -4, 0, -1, 0]",391,9,2.0,best_second,wc96be14,7.690743163541872,7.392031567514591,8.245384468120747,6,6,0,1,1,2,1.0
889,"[[], [9], [], [], [1, 9], [], [0, 10], [3, 2], [6, 7], [], []]","[3, -2, -3, 0, 3, -4, 3, -4, None, -2, -4]",63,10,7.0,best_second,wc96be14,7.639642287858013,7.369600720526409,8.206583614320751,6,6,0,1,1,2,3.0
897,"[[8, 7], [], [], [], [9, 1], [], [], [5, 6], [10, 2], [1], []]","[None, -3, 2, 0, 4, -3, 4, 4, -4, 1, -1]",149,10,0.0,best_second,wc96be14,7.4413203897176174,7.844632644464681,8.35608503102148,8,8,0,1,1,2,3.0
898,"[[], [], [], [], [], [1, 3], [], [0, 4], [10, 6], [5, 7], [6]]","[-4, -2, 4, 4, -2, -1, -3, -3, -2, None, -1]",1,8,5.0,best_second,wc96be14,8.736328721332908,7.545389749611823,9.001592700945706,3,3,0,1,1,2,2.0
900,"[[9, 3], [0, 6], [], [], [], [8], [10, 4], [5, 8], [], [], []]","[4, None, 1, -2, -4, -1, -4, -1, -1, 3, 4]",127,9,6.0,best_second,wc96be14,8.127699852817772,7.521859252201629,8.562931083090092,7,7,0,1,1,2,8.0
903,"[[3], [9, 8], [0, 3], [], [6, 7], [], [], [], [], [], [4, 1]]","[2, 3, -4, -2, 3, 3, -3, -1, -2, 1, None]",375,3,5.0,best_third,wc96be14,7.379008127628304,8.245909264774092,8.596558746796978,4,4,0,1,1,2,2.0
905,"[[8], [7, 10], [0, 8], [5, 1], [], [6, 9], [], [], [], [], []]","[4, -3, 0, None, 1, 4, -3, 1, 3, 3, -2]",121,9,1.0,best_second,wc96be14,7.610357618312838,7.934871565945177,8.478660241699455,7,7,0,1,1,2,3.0
910,"[[9, 2], [], [1, 7], [4, 5], [5], [], [], [], [], [8, 10], []]","[None, -3, 2, 1, -3, -4, 2, 1, 1, 4, -3]",77,4,7.0,best_third,wc96be14,7.5416830998821105,7.390798521735676,8.161945799468691,5,5,0,1,1,2,4.0
911,"[[], [2], [], [], [1, 2], [9, 10], [], [], [], [3, 7], [6, 8]]","[4, 4, 2, 2, -2, None, 0, 1, -3, 0, -2]",175,4,1.0,best_second,wc96be14,7.80994708647679,6.778784897685177,8.114623886420098,2,2,0,1,1,2,3.0
912,"[[10], [], [0, 10], [], [6, 5], [], [], [], [4, 9], [7, 1], []]","[-2, 3, -2, 3, -1, 1, -3, -1, None, 2, 4]",13,6,1.0,best_second,wc96be14,7.2950564164626295,5.991464547107982,7.534762657037537,5,1,4,0,1,2,4.0
913,"[[9, 7], [], [], [], [6], [], [], [3, 8], [], [5, 1], [4, 6]]","[None, 0, 1, -2, 4, 2, 0, -2, 0, -3, -3]",83,2,3.0,best_third,wc96be14,8.947676062499688,7.200424892944957,9.10819689830748,-1,-1,0,1,1,2,2.0
914,"[[6, 10], [], [], [2, 1], [3, 8], [], [10], [], [7, 5], [], []]","[-2, 2, 1, 3, None, -2, 1, 2, 1, 1, 4]",193,3,1.0,best_second,wc96be14,8.388905171114706,7.309212365692763,8.681181041521688,5,5,0,1,1,2,4.0
915,"[[10, 5], [], [], [4, 9], [9], [1, 7], [], [], [], [], [8, 6]]","[None, -1, -1, 4, -3, 0, 1, 1, -1, -1, 1]",337,2,0.0,best_third,wc96be14,7.803843303538773,7.3938782901077555,8.312626025674964,2,2,0,1,1,2,2.0
916,"[[], [], [3, 8], [], [7, 5], [], [2, 10], [5], [], [], [9, 1]]","[-1, 1, -2, -4, 3, 4, None, 2, -2, -3, -2]",93,4,3.0,best_third,wc96be14,8.27614021955846,7.32317071794347,8.6020856584342,-1,-1,0,1,1,2,2.0
917,"[[], [10], [6, 0], [1, 10], [], [7, 2], [], [8, 9], [], [], []]","[-2, 4, -2, -4, -3, None, -4, 1, -3, -1, 3]",303,4,2.0,best_second,wc96be14,8.846353043314329,7.466227556215481,9.070618428801044,0,0,0,1,1,2,2.0
918,"[[], [6, 2], [], [], [10, 7], [], [2], [], [5, 0], [4, 8], []]","[-2, -2, -2, 3, 3, 0, 1, -4, -3, None, -2]",363,4,7.0,best_second,wc96be14,7.905441649060286,7.943782692458625,8.617762246337934,1,1,0,1,1,2,2.0
920,"[[9], [], [8, 5], [], [0, 9], [7, 10], [], [], [6, 1], [], []]","[3, -4, None, -1, 2, 0, -3, -3, -4, 1, 4]",307,10,4.0,best_second,wc96be14,7.556950572012899,7.477604243197589,8.210939733379021,4,4,0,1,1,2,1.0
922,"[[], [5, 0], [], [], [10, 6], [0], [8, 9], [], [], [], [7, 3]]","[2, -3, -1, 4, None, -4, -4, 2, 4, -3, 2]",7,7,2.0,best_second,wc96be14,7.683403681053826,7.3702306418070815,8.23190824356418,6,6,0,1,1,2,7.0
923,"[[], [], [], [], [3, 0], [], [4, 7], [1, 2], [10, 5], [], [5]]","[1, -3, -2, -3, -4, 3, None, -3, 3, -2, -2]",373,3,5.0,best_min,wc96be14,8.75352933651643,6.845879875264049,8.891786635857315,-3,-3,0,1,1,2,1.0
927,"[[7, 8], [0, 9], [], [], [3], [4, 3], [], [], [], [10, 6], []]","[0, None, 3, 0, 1, -4, -1, -4, -3, 2, 0]",137,4,3.0,best_second,wc96be14,8.758255243232792,7.478734825567875,9.003562174748238,2,2,0,1,1,2,1.0
929,"[[], [], [0, 5], [4], [], [], [2, 7], [1, 9], [3, 4], [], []]","[1, 3, -4, 3, -3, -2, None, 0, 3, 4, 2]",269,6,4.0,best_second,wc96be14,8.00836557031292,7.951559331155251,8.67334187390617,4,4,0,1,1,2,3.0
934,"[[], [], [1, 9], [6], [], [3, 6], [], [], [0, 4], [], [2, 8]]","[-2, -1, 3, -2, 4, 4, 1, 0, 0, 0, None]",211,3,3.0,best_min,wc96be14,8.126222529458525,6.814542897259958,8.364508103750588,4,3,1,0,0,2,6.0
937,"[[4, 3], [], [], [10, 5], [9, 2], [], [8, 7], [], [7], [], []]","[None, -4, 3, -2, 2, 1, -3, 0, -3, 2, 2]",71,4,1.0,best_second,wc96be14,8.185628891147607,7.4067107301776405,8.563122123304638,5,4,1,0,1,2,1.0
938,"[[1, 6], [], [], [0, 10], [], [8, 4], [], [], [4], [], [2, 9]]","[-4, -4, -4, None, -2, 1, -1, 1, 4, 4, 2]",231,11,2.0,best_second,wc96be14,7.609862200913555,7.693937325509271,8.345692873253865,6,6,0,1,1,2,3.0
941,"[[1, 2], [], [], [], [7, 3], [], [8, 5], [3], [], [], [6, 0]]","[1, 2, -1, 1, 2, -4, -4, 2, 0, -1, None]",115,7,2.0,best_second,wc96be14,7.640603826393635,7.156176637480615,8.12029131396856,3,3,0,1,1,2,4.0
942,"[[], [], [], [], [], [4], [], [9, 8], [2, 6], [3, 1], [5, 4]]","[1, 3, 2, -2, 0, -3, -2, None, -4, 4, 2]",335,9,1.0,best_second,wc96be14,7.594884387216519,7.231287004327615,8.122371243406553,7,7,0,1,1,2,4.0
944,"[[], [8, 2], [5, 0], [], [6, 10], [], [10], [], [3, 7], [], []]","[1, None, 1, 0, 4, -2, -1, -3, -4, 4, 0]",215,6,0.0,best_second,wc96be14,8.731174900938061,7.240649694255466,8.934191535338075,2,2,0,1,1,2,3.0
945,"[[2, 3], [], [10, 1], [9, 7], [], [4], [5, 4], [], [], [], []]","[None, -4, 1, -3, 4, 1, 3, 3, 0, -3, 1]",23,5,5.0,best_third,wc96be14,8.239593454305968,6.359573868672378,8.381373468273702,2,2,0,1,1,2,6.0
946,"[[10, 9], [5, 6], [0, 8], [], [], [6], [], [], [4, 7], [], []]","[2, 2, None, 4, -4, -4, -3, -3, -4, 1, 4]",221,10,1.0,best_second,wc96be14,7.76259604854007,7.333676395657684,8.263848131368906,6,6,0,1,1,2,1.0
947,"[[], [], [], [0, 2], [10], [], [4, 10], [9, 5], [3, 7], [], []]","[4, -4, -1, 4, -3, 0, 3, -4, None, 2, 4]",219,9,5.0,best_second,wc96be14,7.707062655370473,6.966967138613983,8.096817470572319,8,8,0,1,1,2,2.0
949,"[[], [], [6, 9], [10], [3, 10], [], [7, 8], [], [], [0, 5], []]","[4, -3, None, 3, 1, -3, -3, -4, 0, 4, 1]",383,11,7.0,best_second,wc96be14,7.491087593534876,7.319202458767849,8.101677747454572,8,8,0,1,1,2,4.0
950,"[[1, 9], [9], [4, 6], [8, 2], [], [], [], [], [7, 5], [], []]","[4, -2, -2, None, 1, -4, 2, -3, 1, 0, -3]",257,2,4.0,best_second,wc96be14,9.651751606857816,7.463363045520021,9.757941413904788,0,0,0,1,1,2,1.0
951,"[[], [8, 7], [10, 0], [], [3], [], [1, 2], [], [], [4, 3], []]","[2, 4, 2, 3, -4, -1, None, -2, 1, -4, 1]",49,2,6.0,best_min,wc96be14,7.556427969440253,7.642524134232902,8.293299358711323,5,5,0,1,1,2,1.0
952,"[[10, 6], [], [], [4, 0], [7, 1], [2], [], [], [], [5, 2], []]","[2, 0, 3, None, -4, 1, -2, 2, -2, 3, 3]",105,7,4.0,best_second,wc96be14,7.349230824613334,7.876258882303226,8.339978571990427,5,5,0,1,1,2,2.0
953,"[[10, 8], [6, 4], [], [], [], [2, 3], [], [1, 5], [], [], [8]]","[-4, 1, 3, -1, 3, -3, 4, None, -2, -2, 3]",143,5,2.0,best_second,wc96be14,8.014004994779457,7.401231264413014,8.446770727119691,5,4,1,0,1,2,4.0
954,"[[7, 8], [2], [], [5, 0], [], [9, 4], [1, 2], [], [], [], []]","[-3, -2, -3, None, 2, 4, -3, -4, 1, -4, -3]",213,9,2.0,best_second,wc96be14,8.000014093678072,7.544332108053688,8.490849216076636,6,6,0,1,1,2,5.0
957,"[[7, 3], [], [4, 5], [6, 8], [5], [], [], [9, 1], [], [], []]","[None, 2, 1, 0, -4, 4, 3, -3, -3, 4, -1]",387,4,3.0,best_min,wc96be14,8.29853954537488,7.459338895220295,8.657476736863293,3,3,0,1,1,2,2.0
962,"[[], [], [], [], [0, 5], [], [7], [], [6, 7], [1, 3], [4, 9]]","[-2, 0, -3, 3, 4, -3, 0, 0, 0, 0, None]",313,2,7.0,best_min,wc96be14,8.425516402844334,7.57353126274595,8.780633799494984,3,2,1,0,0,2,3.0
963,"[[], [4, 0], [], [], [0], [], [], [9, 10], [], [6, 5], [8, 2]]","[3, 3, 4, -2, -4, -3, 1, None, 1, 0, -2]",11,3,3.0,best_third,wc96be14,7.980707820869669,7.195937226475569,8.356319965828153,2,1,1,0,0,2,3.0
967,"[[10, 6], [], [], [], [5, 0], [3, 1], [], [8, 2], [2], [], []]","[-4, -2, -1, -3, None, -3, -3, 1, -3, 0, 0]",351,2,1.0,best_min,w2ab44bd,9.66529381317554,9.016876974763383,10.085850775128717,-4,-6,2,0,0,2,3.0
968,"[[], [], [], [9, 2], [1], [], [3, 10], [4, 1], [], [], [5, 0]]","[-1, 0, -3, 3, 4, -2, None, -4, 0, 4, -3]",75,10,6.0,best_second,w2ab44bd,9.031333316150057,8.207946941048617,9.395158808968723,7,7,0,1,1,2,1.0
969,"[[], [5, 10], [7, 1], [], [], [], [9, 8], [4, 0], [], [8], []]","[-1, -4, None, 3, 4, -4, -2, 2, 3, -3, -1]",141,10,3.0,best_second,w2ab44bd,9.126197603863755,7.9976631270201,9.40640045488065,6,6,0,1,1,2,3.0
972,"[[7, 9], [2], [], [], [], [1, 2], [], [6, 3], [], [8, 10], []]","[None, 1, -1, -3, 2, -1, -4, -2, 0, 2, 1]",177,6,1.0,best_second,w2ab44bd,8.893160828735379,8.873748128154393,9.57657943358351,3,3,0,1,1,2,1.0
973,"[[], [5, 10], [], [8, 9], [], [4, 6], [], [], [9], [], [0, 7]]","[0, None, 1, 4, -3, -3, -1, 4, -4, 4, -2]",101,6,6.0,best_second,w2ab44bd,9.338997404184443,8.296297112642506,9.64088826045181,2,2,0,1,1,2,2.0
975,"[[], [5, 9], [], [1, 7], [], [], [10, 0], [2, 4], [], [], [0]]","[2, 1, -3, None, -4, 4, -3, -4, -4, -4, 1]",45,11,5.0,best_second,w2ab44bd,8.814181823188317,7.2485040723706105,9.00380808646717,5,5,0,1,1,2,1.0
976,"[[], [3], [8, 0], [], [], [], [1, 3], [9, 2], [], [4, 5], []]","[1, -1, -3, 3, -1, 4, -3, None, -4, 4, 4]",183,10,0.0,best_second,w2ab44bd,8.804775258867686,7.658227526161352,9.080573313917117,8,8,0,1,1,2,5.0
977,"[[8, 1], [4, 6], [], [5, 10], [], [10], [], [], [7, 2], [], []]","[None, 1, 4, 4, -3, 4, -4, -1, 0, -3, -2]",21,6,4.0,best_second,w2ab44bd,9.40878131065002,8.470939806898775,9.73908449624452,4,4,0,1,1,2,1.0
978,"[[], [3, 4], [], [8, 10], [6, 0], [7], [], [], [], [5, 7], []]","[-1, None, 2, -1, 3, -2, -2, 3, 4, -1, 1]",129,2,2.0,best_min,w2ab44bd,9.419790596158391,8.2482674474469,9.689675328650802,3,3,0,1,1,2,1.0
981,"[[9, 1], [7, 4], [], [8, 6], [], [], [], [], [6], [2, 5], []]","[None, 4, -2, -2, -1, 0, 2, -3, 1, 4, 4]",89,2,4.0,best_third,w2ab44bd,9.660778845727078,8.047509510981422,9.842409703027538,4,4,0,1,1,2,2.0
982,"[[7, 5], [8], [10, 0], [], [], [], [], [], [], [1, 8], [6, 3]]","[-3, 2, None, -3, 2, -3, 4, -1, 1, 3, 4]",291,11,7.0,best_second,w2ab44bd,9.219201000408379,7.303843225277704,9.356516482133785,8,8,0,1,1,2,2.0
983,"[[10, 9], [4, 0], [], [], [7, 2], [3], [5, 3], [], [], [], []]","[-2, None, 0, 3, 1, -3, 0, 4, -2, 4, 2]",111,4,1.0,best_third,w2ab44bd,8.643473357326567,7.220373836723949,8.859221393608133,5,5,0,1,1,2,2.0
984,"[[], [9, 7], [], [10, 5], [], [], [], [4, 6], [], [8, 2], [5]]","[-4, None, -3, 4, -3, -3, 3, 3, 2, 2, 1]",7,5,0.0,best_third,w2ab44bd,9.25339986143663,8.129764445794171,9.534812320874815,6,6,0,1,1,2,5.0
987,"[[], [], [7, 6], [10, 2], [8, 1], [], [], [], [1], [], [5, 0]]","[-4, 0, -2, None, -1, -3, -1, -2, -2, 1, -2]",33,2,1.0,best_second,w2ab44bd,9.983361015119291,8.54907938027856,10.197052288146065,-3,-3,0,1,1,2,1.0
990,"[[6], [], [4, 8], [], [], [2, 7], [], [9, 1], [], [], [0, 6]]","[3, -2, -1, 2, 4, None, -4, 2, -3, -1, 4]",273,4,4.0,best_min,w2ab44bd,9.470548467427209,7.978310969867722,9.673319386284954,3,1,2,0,0,2,7.0
991,"[[], [10, 2], [6, 7], [], [8], [], [], [], [], [4, 8], [5, 0]]","[-3, None, 1, 0, -2, 2, 4, 0, 1, -2, 0]",207,5,1.0,best_third,w2ab44bd,9.61025678115393,7.707512194600341,9.749228533507058,5,5,0,1,1,2,5.0
992,"[[], [], [4, 8], [9, 7], [8], [], [], [1, 5], [], [10, 6], []]","[-4, -4, -1, None, -2, -1, -4, -4, 4, 2, 2]",341,9,6.0,best_second,w2ab44bd,8.843470781627381,6.962243464266207,8.9851948179913,4,4,0,1,1,2,3.0
993,"[[3, 7], [9, 8], [], [7], [], [], [1, 10], [], [], [], [4, 5]]","[-2, -2, -1, 1, -4, -2, None, 0, 3, -2, -4]",43,7,5.0,best_second,w2ab44bd,8.729073550451737,8.138564737261632,9.169830828637973,1,1,0,1,1,2,2.0
994,"[[5, 6], [4, 8], [1, 0], [], [], [], [], [10, 3], [], [], [3]]","[-4, 2, None, 2, 4, -4, -1, 1, -1, -2, -3]",193,10,3.0,best_second,w2ab44bd,8.367764677924308,7.472500744737558,8.710124927322207,6,6,0,1,1,2,3.0
996,"[[4, 1], [], [], [0, 9], [], [], [], [10, 8], [], [5, 2], [8]]","[0, -3, -1, None, 4, -3, -1, 1, -3, -4, -3]",293,9,3.0,best_second,w2ab44bd,8.584103896698865,7.809135398120539,8.962904128092928,4,4,0,1,1,2,2.0
999,"[[], [3, 9], [], [0, 2], [], [], [], [], [10, 4], [6, 7], [4]]","[0, None, -1, 4, 4, 4, -1, 4, -3, 3, 1]",377,4,5.0,best_min,w2ab44bd,9.28933637820268,7.028201432058004,9.388402871849753,7,4,3,0,0,2,5.0
1000,"[[8, 4], [], [1, 9], [7, 2], [], [], [], [5, 10], [4], [], []]","[-1, -1, 2, None, 3, 0, -1, 2, 3, 1, -2]",345,2,1.0,best_third,w2ab44bd,9.392578591964389,8.559677803022392,9.753536375772624,3,3,0,1,1,2,2.0
1001,"[[], [0], [6, 3], [], [10, 2], [1, 0], [], [], [], [], [8, 9]]","[-2, 0, 4, 3, None, -3, 4, 4, -3, -2, -4]",275,10,1.0,best_second,w2ab44bd,8.403800504061147,8.152774052744075,8.979164648964709,8,8,0,1,1,2,1.0
1002,"[[], [], [8], [6, 7], [5, 1], [], [], [], [], [3, 4], [2, 8]]","[-3, -2, 3, 1, -2, -4, -3, -1, 1, None, 1]",71,4,2.0,best_second,w2ab44bd,9.256842205627603,8.403128235128264,9.611529685221559,0,0,0,1,1,2,2.0
1004,"[[], [], [], [], [1, 3], [], [8, 2], [5], [], [7, 5], [4, 6]]","[2, 3, -2, -4, 3, 3, -3, 0, 0, 1, None]",187,9,7.0,best_second,w2ab44bd,8.852807917623322,7.134890851565885,9.017726025696795,6,6,0,1,1,2,2.0
1006,"[[], [], [5, 3], [], [], [3], [], [9, 8], [4, 1], [10, 0], []]","[-1, 3, 1, 1, -3, 0, -2, None, -4, 3, 1]",267,6,4.0,best_second,w2ab44bd,8.7937637591133,7.592366128519796,9.056606272034141,4,4,0,1,1,2,6.0
1008,"[[], [3, 4], [10], [0, 5], [7, 9], [], [], [], [2, 10], [], []]","[-2, None, -4, 4, -1, 4, -2, -2, -3, -4, 3]",105,10,0.0,best_second,w2ab44bd,8.974364841846594,7.763021309018518,9.234935418831563,8,8,0,1,1,2,2.0
1009,"[[7], [5, 10], [1, 3], [6, 4], [], [], [], [], [], [0, 7], []]","[-3, -4, None, 4, 4, 0, -3, 4, 3, -4, -2]",201,11,0.0,best_second,w2ab44bd,8.481151420068972,8.028781162487146,8.97335141383992,8,8,0,1,1,2,2.0
1010,"[[], [], [4, 5], [10, 1], [8, 9], [6, 0], [], [], [], [], [1]]","[-2, -3, None, 3, 1, 2, -4, 0, -2, -4, 4]",247,2,5.0,best_third,w2ab44bd,9.92378025580389,8.131236549696116,10.077776937632818,0,-1,1,0,0,2,2.0
1012,"[[], [5, 0], [8, 3], [], [], [0], [], [10, 4], [], [7, 2], []]","[-1, -4, 1, -4, -3, 4, -2, -1, -3, None, -4]",53,2,5.0,best_second,w2ab44bd,9.673319386284954,8.267448958304849,9.892527712299785,-2,-2,0,1,1,2,1.0
1013,"[[], [0, 7], [], [6, 9], [2], [3, 1], [], [], [], [], [4, 2]]","[-2, -2, 3, -3, 0, None, 2, 0, 3, 0, 1]",181,2,2.0,best_third,w2ab44bd,10.160529988855798,8.217708406845304,10.294414153523169,-1,-2,1,0,0,2,2.0
1014,"[[7], [], [], [6, 8], [0, 7], [], [], [], [], [3, 10], [2, 5]]","[1, 0, -4, -2, -4, 3, -2, -2, -3, None, 4]",361,10,1.0,best_second,w2ab44bd,8.512180649592693,8.263848131368906,9.088737550216933,7,7,0,1,1,2,1.0
1015,"[[], [4, 8], [10], [0, 5], [], [], [2, 10], [], [], [1, 3], []]","[-1, -2, -3, 2, 2, -4, 3, 0, 1, None, -3]",135,2,6.0,best_min,w2ab44bd,9.901485549865454,8.136518252115291,10.05946513399048,1,1,0,1,1,2,1.0
1016,"[[5, 2], [3, 9], [], [], [], [2], [1, 8], [], [7, 4], [], []]","[4, 2, -3, 3, -1, 4, None, -3, -2, 0, -4]",59,7,2.0,best_second,w2ab44bd,8.81045964216192,6.804614520062623,8.936561204693394,5,5,0,1,1,2,2.0
1018,"[[7, 2], [4], [], [], [], [9, 0], [], [], [], [6, 3], [1, 4]]","[-3, 2, 0, 4, 4, None, 0, -4, -2, 4, 1]",265,10,0.0,best_second,w2ab44bd,8.035278911144667,7.829232537543593,8.630521876723241,8,8,0,1,1,2,4.0
1019,"[[8, 9], [7, 2], [], [6, 10], [3, 1], [], [], [], [9], [], []]","[-3, -3, 3, 1, None, -4, 4, 1, 1, -3, -2]",225,6,3.0,best_third,w2ab44bd,8.397057390176256,6.703188113240862,8.565602330623925,5,5,0,1,1,2,2.0
1020,"[[], [6, 2], [8, 4], [10, 0], [], [], [7, 5], [], [], [], [0]]","[1, None, 3, -4, -4, -2, -1, 2, 4, -3, -3]",87,8,7.0,best_third,w2ab44bd,8.3654396361887,6.635946555686647,8.528528701079983,7,7,0,1,1,2,4.0
1022,"[[], [10, 9], [], [2], [8, 0], [3, 2], [], [1, 4], [], [], []]","[4, -1, 4, 4, 3, -1, 3, None, 3, 2, 0]",153,5,1.0,best_second,w2ab44bd,8.558143177745192,8.645938147306799,9.296059247378722,7,7,0,1,1,2,2.0
1026,"[[7, 8], [], [], [], [9, 0], [3], [5, 3], [], [], [2, 10], []]","[3, 4, -3, -3, None, -3, 1, 3, -2, -3, -1]",39,9,5.0,best_second,w2ab44bd,8.428580533059634,7.3938782901077555,8.732465848349879,6,6,0,1,1,2,2.0
1030,"[[], [7, 3], [10, 8], [], [], [9, 2], [], [3], [], [4, 0], []]","[0, 0, 4, -1, 4, None, 4, 3, -1, 1, -2]",175,3,1.0,best_min,w2ab44bd,8.679822114864455,7.0130157896396295,8.852664927703866,5,5,0,1,1,2,1.0
1032,"[[7], [], [0, 7], [], [5, 3], [], [], [], [], [10, 4], [1, 6]]","[1, -2, -4, -4, -1, -2, 4, 0, 3, None, 4]",133,10,0.0,best_second,w2ab44bd,8.105307515505151,7.773173680482535,8.645938147306799,8,8,0,1,1,2,2.0
1034,"[[], [4], [], [], [], [1, 4], [10, 7], [2, 0], [], [], [9, 3]]","[3, 1, 0, 1, 0, -3, None, 3, 3, 2, 3]",67,2,0.0,best_min,w2ab44bd,9.25874951118387,8.272315147956022,9.575608290332934,6,6,0,1,1,2,1.0
1035,"[[6], [3, 5], [], [2, 10], [], [9, 4], [], [], [0, 6], [], []]","[-1, None, 0, 2, 1, 2, -4, 0, 3, -1, -2]",229,2,1.0,best_third,w2ab44bd,9.732936451341088,8.131824785007195,9.916601191681512,3,3,0,1,1,2,2.0
1037,"[[8, 4], [5, 7], [], [], [], [9, 2], [], [6, 3], [4], [], []]","[-2, None, 3, 4, 4, 4, -4, -2, -4, -3, 1]",217,8,1.0,best_third,w2ab44bd,8.57941653459637,7.976595409316577,9.015784277513886,7,7,0,1,1,2,8.0
1038,"[[], [], [1], [0, 5], [], [], [], [6, 10], [2, 1], [7, 3], []]","[-4, 3, -2, -3, -2, 1, -1, 4, 3, None, 4]",27,10,0.0,best_second,w2ab44bd,8.490233009833455,7.195187320178708,8.73214326770192,8,8,0,1,1,2,5.0
